,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,eFG%,WS,AP Player of the Year,NABC Defensive Player of the Year,NABC Player of the Year,Naismith Award,NCAA Tournament Most Outstanding Player,NIT Most Valuable Player,Rupp Trophy,Sporting News Player of the Year,UPI Player of the Year,USBWA Freshman of the Year,Year,Rd,Pk,Tm,Projected Rd,Projected Pk,Team Score
25075,Jawun Evans,SO,2017,G,Oklahoma State,Big 12,32,29.25,6.593999999999999,15.062000000000001,5.468999999999999,12.094000000000001,1.125,2.969,4.843999999999999,5.968999999999999,0.75,2.688,3.438,6.375,1.781,0.125,2.812,2.312,19.156,35.61,0.517,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,2.0,39.0,PHI,2.0,39.0,0.0
25135,Harry Giles,FR,2017,F,Duke,ACC,26,11.538,1.7309999999999999,3.0,1.7309999999999999,3.0,0.0,0.0,0.462,0.9229999999999999,1.577,2.269,3.846,0.34600000000000003,0.34600000000000003,0.654,0.6920000000000001,2.231,3.923,21.19,0.5770000000000001,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,20.0,POR,1.0,20.0,0.0
25224,Josh Okogie,SO,2018,G,Georgia Tech,ACC,24,36.375,5.542000000000001,13.333,3.958,9.167,1.5830000000000002,4.167,5.542000000000001,6.75,2.25,4.0,6.25,2.458,1.75,0.958,2.542,2.917,18.208,27.1,0.475,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,20.0,MIN,1.0,20.0,0.0
25243,Sviatoslav Mykhailiuk,SR,2018,G,Kansas,Big 12,39,34.513000000000005,5.256,12.103,2.3080000000000003,5.462000000000001,2.949,6.641,1.1540000000000001,1.436,1.128,2.795,3.923,2.7439999999999998,1.179,0.308,1.6669999999999998,2.487,14.615,22.44,0.39399999999999996,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,47.0,LAL,2.0,47.0,0.0
25511,Kevin Knox,FR,2018,F,Kentucky,SEC,37,32.378,5.297000000000001,11.892000000000001,3.7569999999999997,7.377999999999999,1.541,4.513999999999999,3.432,4.4319999999999995,0.892,4.513999999999999,5.405,1.432,0.838,0.27,2.2969999999999997,2.2159999999999997,15.568,22.64,0.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,9.0,NYK,1.0,9.0,0.0
25569,Chimezie Metu,JR,2018,F,Southern California,Pac-12,34,30.971,6.029,11.529000000000002,5.676,10.353,0.353,1.176,3.265,4.471,1.882,5.559,7.441,1.5590000000000002,0.794,1.735,2.0,2.559,15.675999999999998,27.48,0.518,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,49.0,SAS,2.0,49.0,0.0
25587,Jordan McRae,JR,2018,F,Binghamton,AEC,7,4.2860000000000005,0.857,1.286,0.857,1.286,0.0,0.0,0.14300000000000002,0.14300000000000002,0.0,0.429,0.429,0.0,0.28600000000000003,0.14300000000000002,0.14300000000000002,0.28600000000000003,1.857,22.07,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,2.0,58.0,SAS,2.0,58.0,0.0
25613,Donovan Mitchell,SO,2018,F,Wake Forest,ACC,30,11.267000000000001,1.033,2.133,0.5329999999999999,0.9670000000000001,0.5,1.167,0.33299999999999996,0.433,0.467,1.767,2.233,0.2,0.3,0.267,0.633,2.0,2.9,12.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,13.0,DEN,1.0,13.0,0.0
25618,Shake Milton,JR,2018,G,Southern Methodist,AAC,22,36.364000000000004,5.591,12.455,3.045,6.591,2.545,5.864,4.273,5.045,0.636,4.045,4.6819999999999995,4.364,1.409,0.636,2.273,1.7269999999999999,18.0,27.2,0.586,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,54.0,DAL,2.0,54.0,0.0
25682,Jarred Vanderbilt,FR,2018,F,Kentucky,SEC,14,17.0,2.0709999999999997,4.857,2.0709999999999997,4.7860000000000005,0.0,0.071,1.714,2.714,3.286,4.571000000000001,7.857,1.0,0.429,0.7859999999999999,1.071,2.6430000000000002,5.857,25.64,0.426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,41.0,ORL,2.0,41.0,0.0
25718,Lonnie Walker,FR,2018,G,Miami (FL),ACC,32,27.75,4.125,9.937999999999999,2.375,4.875,1.75,5.062,1.5,2.031,0.406,2.188,2.594,1.906,0.938,0.469,1.156,1.594,11.5,21.71,0.503,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,18.0,SAS,1.0,18.0,0.0
25748,Moritz Wagner,JR,2018,F,Michigan,Big Ten,39,27.641,5.537999999999999,10.487,3.923,6.385,1.615,4.103,1.923,2.7689999999999997,1.462,5.667000000000001,7.127999999999999,0.846,0.9740000000000001,0.513,1.436,3.077,14.615,27.35,0.623,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,25.0,LAL,1.0,25.0,0.0
25764,Khyri Thomas,JR,2018,G,Creighton,Big East,33,31.697,5.5760000000000005,10.364,3.697,5.787999999999999,1.879,4.5760000000000005,2.03,2.576,1.061,3.303,4.364,2.7880000000000003,1.6969999999999998,0.242,1.788,1.879,15.061,26.03,0.537,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,38.0,PHI,2.0,38.0,0.0
25846,Robert Williams,SO,2018,F,Texas A&M,SEC,30,25.633000000000003,4.633,7.332999999999999,4.633,6.933,0.0,0.4,1.1,2.333,2.367,6.867000000000001,9.232999999999999,1.433,0.8,2.6,1.733,2.2,10.367,27.42,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,27.0,BOS,1.0,27.0,0.0
25854,Trae Young,FR,2018,G,Oklahoma,Big 12,32,35.406,8.156,19.312,4.468999999999999,9.062000000000001,3.688,10.25,7.375,8.562000000000001,0.43799999999999994,3.469,3.906,8.719,1.6880000000000002,0.25,5.218999999999999,1.781,27.375,39.09,0.518,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018.0,1.0,5.0,DAL,1.0,5.0,0.0
25894,Thomas Welsh,SR,2018,C,UCLA,Pac-12,33,33.211999999999996,4.909,10.121,3.545,6.727,1.364,3.3939999999999997,1.455,1.758,2.636,8.212,10.847999999999999,1.3940000000000001,0.667,0.879,1.03,2.394,12.636,24.12,0.47,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,58.0,DEN,2.0,58.0,0.0
25975,Landry Shamet,SO,2018,G,Wichita State,AAC,32,31.719,4.812,9.844,2.188,3.906,2.625,5.938,2.656,3.219,0.43799999999999994,2.781,3.219,5.188,0.7190000000000001,0.188,2.094,1.906,14.905999999999999,25.43,0.531,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,26.0,PHI,1.0,26.0,0.0
25977,Collin Sexton,FR,2018,G,Alabama,SEC,33,29.909000000000002,5.939,13.273,4.606,9.302999999999999,1.3330000000000002,3.97,5.939,7.636,1.03,2.727,3.758,3.6060000000000003,0.848,0.091,2.7880000000000003,2.455,19.152,30.45,0.498,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,8.0,CLE,1.0,8.0,0.0
26019,Jerome Robinson,JR,2018,G,Boston College,ACC,35,36.0,7.114,14.657,4.8,9.0,2.314,5.657,4.171,5.029,0.486,3.114,3.6,3.3139999999999996,0.857,0.14300000000000002,2.7430000000000003,2.5140000000000002,20.714000000000002,26.62,0.47700000000000004,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,13.0,LAC,1.0,13.0,0.0
26209,Zhaire Smith,FR,2018,G,Texas Tech,Big 12,37,28.405,4.162,7.486000000000001,3.676,6.405,0.486,1.081,2.459,3.432,2.2430000000000003,2.7569999999999997,5.0,1.784,1.135,1.135,1.1079999999999999,1.811,11.27,24.6,0.588,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,16.0,PHO,1.0,16.0,0.0
26213,Omari Spellman,FR,2018,F,Villanova,Big East,40,28.125,4.0,8.4,2.375,4.65,1.625,3.75,1.225,1.75,2.25,5.775,8.025,0.75,0.65,1.475,1.0,2.3,10.85,24.13,0.573,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,30.0,ATL,1.0,30.0,0.0
26334,Tony Carr,SO,2018,G,Penn State,Big Ten,37,35.351,6.622000000000001,16.215999999999998,4.243,10.73,2.378,5.486000000000001,3.9730000000000003,4.973,0.892,4.053999999999999,4.946000000000001,5.027,0.8109999999999999,0.297,2.2969999999999997,1.838,19.595,29.32,0.42100000000000004,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,51.0,NOP,2.0,51.0,0.0
26354,Jevon Carter,SR,2018,G,West Virginia,Big 12,37,35.486,5.811,13.757,3.73,8.459,2.081,5.297000000000001,3.595,4.189,0.784,3.865,4.649,6.649,3.0269999999999997,0.35100000000000003,2.6489999999999996,3.0,17.297,30.08,0.451,2.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,32.0,MEM,2.0,32.0,0.0
26368,Donte DiVincenzo,SO,2018,G,Villanova,Big East,40,29.25,4.7,9.775,2.575,4.475,2.125,5.3,1.9,2.675,1.15,3.6,4.75,3.475,1.05,0.2,1.975,2.075,13.425,25.22,0.35700000000000004,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,17.0,MIL,1.0,17.0,0.0
26393,Hamidou Diallo,FR,2018,G,Kentucky,SEC,37,24.811,3.622,8.459,2.9189999999999996,6.377999999999999,0.703,2.081,2.081,3.378,0.892,2.7569999999999997,3.6489999999999996,1.2429999999999999,0.757,0.35100000000000003,1.3780000000000001,2.595,10.027000000000001,19.88,0.47,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,45.0,BRK,2.0,45.0,0.0
26482,Deandre Ayton,FR,2018,F,Arizona,Pac-12,35,33.486,7.886,12.886,7.542999999999999,11.886,0.34299999999999997,1.0,4.0,5.457000000000001,3.3710000000000004,8.2,11.571,1.629,0.5710000000000001,1.886,1.9709999999999999,2.314,20.114,34.17,0.625,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,1.0,PHO,1.0,1.0,0.0
26513,Keita Bates-Diop,JR,2018,F,Ohio State,Big Ten,34,33.088,7.265,15.147,5.324,9.735,1.9409999999999998,5.412000000000001,3.2939999999999996,4.147,1.5290000000000001,7.176,8.706,1.6469999999999998,0.912,1.6469999999999998,1.824,1.676,19.765,32.62,0.52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,48.0,MIN,2.0,48.0,0.0
26527,Mohamed Bamba,FR,2018,F,Texas,Big 12,30,30.2,4.867,9.0,4.4,7.3,0.467,1.7,2.7,3.967,3.2,7.332999999999999,10.533,0.5,0.767,3.7,1.5330000000000001,2.533,12.9,28.95,0.5670000000000001,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,6.0,ORL,1.0,6.0,0.0
26580,Kostas Antetokounmpo,FR,2018,F,Dayton,A-10,29,15.103,2.0,3.483,1.931,2.966,0.069,0.517,1.138,2.207,0.828,2.0340000000000003,2.862,0.44799999999999995,0.24100000000000002,1.069,1.345,2.276,5.207000000000001,16.38,0.584,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,60.0,PHI,2.0,60.0,0.0
26590,Grayson Allen,SR,2018,G,Duke,ACC,37,35.649,4.8919999999999995,11.703,2.135,4.243,2.7569999999999997,7.459,2.9189999999999996,3.432,0.541,2.784,3.324,4.649,1.73,0.054000000000000006,2.135,2.135,15.459000000000001,24.11,0.509,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,21.0,UTA,1.0,21.0,0.0
26611,Bruce Brown,SO,2018,G,Miami (FL),ACC,19,33.684,4.105,9.895,3.263,6.737,0.8420000000000001,3.158,2.316,3.6839999999999997,1.3159999999999998,5.789,7.105,4.0,1.3159999999999998,0.789,2.263,2.263,11.368,21.2,0.48100000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,42.0,DET,2.0,42.0,0.0
26615,Miles Bridges,SO,2018,G,Michigan State,Big Ten,34,31.381999999999998,6.147,13.440999999999999,4.059,7.706,2.088,5.735,2.735,3.2060000000000004,1.265,5.706,6.971,2.7060000000000004,0.618,0.765,1.9709999999999999,1.5590000000000002,17.118,29.13,0.563,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,12.0,LAC,1.0,12.0,0.0
26632,Mikal Bridges,JR,2018,G,Villanova,Big East,40,32.125,6.1,11.875,3.5,5.9,2.6,5.975,2.85,3.35,1.35,3.95,5.3,1.925,1.525,1.075,1.35,2.15,17.65,30.45,0.591,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,10.0,PHI,1.0,10.0,0.0
26651,Jalen Brunson,JR,2018,G,Villanova,Big East,40,31.8,6.75,12.95,4.6,7.675,2.15,5.275,3.25,4.05,0.3,2.75,3.05,4.6,0.925,0.025,1.775,1.95,18.9,30.5,0.539,3.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2018.0,2.0,33.0,DAL,2.0,33.0,0.0
26664,Troy Brown,FR,2018,F,Oregon,Pac-12,35,31.229,4.086,9.2,3.1710000000000003,6.057,0.914,3.1430000000000002,2.229,3.0,1.514,4.686,6.2,3.1710000000000003,1.571,0.2,2.457,2.229,11.314,21.03,0.506,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,15.0,WAS,1.0,15.0,0.0
26738,Kevin Huerter,SO,2018,G,Maryland,Big Ten,32,34.406,5.062,10.062000000000001,2.781,4.593999999999999,2.281,5.468999999999999,2.344,3.094,0.9690000000000001,4.062,5.031000000000001,3.375,0.625,0.6559999999999999,2.5,2.375,14.75,21.96,0.544,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,19.0,ATL,1.0,19.0,0.0
26774,Justin Jackson,SO,2018,F,Maryland,Big Ten,11,29.182,3.364,9.182,2.455,5.545,0.909,3.636,2.182,2.636,2.455,5.636,8.091000000000001,1.909,0.818,0.818,2.909,1.364,9.818,19.64,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,1.0,15.0,POR,1.0,15.0,0.0
26775,Justin Jackson,SO,2018,F,Maryland,Big Ten,11,29.182,3.364,9.182,2.455,5.545,0.909,3.636,2.182,2.636,2.455,5.636,8.091000000000001,1.909,0.818,0.818,2.909,1.364,9.818,19.64,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,43.0,DEN,2.0,43.0,0.0
26786,Chandler Hutchison,SR,2018,G,Boise State,MWC,31,31.0,6.6129999999999995,13.935,5.129,9.806000000000001,1.484,4.129,5.257999999999999,7.226,0.871,6.806,7.6770000000000005,3.452,1.484,0.258,3.355,2.387,19.968,32.39,0.379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,22.0,CHI,1.0,22.0,0.0
26840,Jordan Hill,SR,2018,G,Seattle,WAC,33,33.696999999999996,4.545,11.455,2.303,5.273,2.242,6.182,2.364,3.0610000000000004,0.5760000000000001,3.242,3.818,3.455,1.242,0.424,3.0,3.242,13.697000000000001,19.76,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,1.0,8.0,NYK,1.0,8.0,0.0
26843,Aaron Holiday,JR,2018,G,UCLA,Pac-12,33,37.696999999999996,6.4239999999999995,13.939,3.758,7.727,2.667,6.212000000000001,4.8180000000000005,5.818,0.515,3.1519999999999997,3.667,5.818,1.273,0.242,3.7880000000000003,2.636,20.333,26.63,0.5710000000000001,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,23.0,IND,1.0,23.0,0.0
26853,Dewan Hernandez,SO,2018,F,Miami (FL),ACC,32,25.781,4.593999999999999,7.968999999999999,4.593999999999999,7.875,0.0,0.094,2.219,3.219,2.031,4.625,6.656000000000001,0.43799999999999994,0.5,0.9690000000000001,1.375,1.875,11.405999999999999,23.88,0.531,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,59.0,TOR,2.0,59.0,0.0
26861,Kevin Hervey,SR,2018,F,Texas-Arlington,Sun Belt,33,32.242,7.364,16.515,5.03,9.636000000000001,2.333,6.879,3.424,4.242,2.333,6.212000000000001,8.545,2.2119999999999997,1.242,0.606,2.727,1.818,20.485,33.37,0.436,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,57.0,OKC,2.0,57.0,0.0
26919,George King,SR,2018,G,Colorado,Pac-12,32,28.531,4.438,9.969,2.5,5.062,1.9380000000000002,4.906000000000001,2.125,2.719,1.75,6.093999999999999,7.843999999999999,1.094,0.531,0.6559999999999999,2.0,2.438,12.937999999999999,23.69,0.33299999999999996,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,59.0,PHO,2.0,59.0,0.0
26948,Alize Johnson,SR,2018,F,Missouri State,MVC,33,31.151999999999997,5.212000000000001,12.120999999999999,3.97,7.697,1.242,4.4239999999999995,3.333,4.394,3.1519999999999997,8.485,11.636,2.8480000000000003,0.455,0.424,2.242,2.0909999999999997,15.0,28.62,0.546,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,50.0,IND,2.0,50.0,0.0
27000,Melvin Frazier,JR,2018,G,Tulane,AAC,30,34.4,5.9670000000000005,10.732999999999999,4.8,7.7,1.167,3.033,2.8,3.9330000000000003,1.167,4.433,5.6,2.867,2.167,0.733,2.5669999999999997,2.0,15.9,25.62,0.45899999999999996,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,35.0,ORL,2.0,35.0,0.0
27062,Jacob Evans,JR,2018,G,Cincinnati,AAC,36,30.75,4.4719999999999995,10.472000000000001,2.806,5.972,1.6669999999999998,4.5,2.3890000000000002,3.167,1.389,3.333,4.7219999999999995,3.139,1.306,0.972,1.75,2.0,13.0,24.97,0.46,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,28.0,GSW,1.0,28.0,0.0
27072,Vince Edwards,SR,2018,F,Purdue,Big Ten,35,31.6,5.143,10.8,3.6860000000000004,7.143,1.4569999999999999,3.657,2.8569999999999998,3.429,2.029,5.371,7.4,2.886,0.514,0.6,2.029,1.771,14.6,25.79,0.546,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,52.0,UTA,2.0,52.0,0.0
27141,Devon Hall,SR,2018,G,Virginia,ACC,34,32.088,3.8819999999999997,8.559,2.206,4.676,1.676,3.8819999999999997,2.235,2.5,0.353,3.853,4.206,3.147,0.853,0.147,1.0290000000000001,1.412,11.675999999999998,20.93,0.46299999999999997,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,53.0,OKC,2.0,53.0,0.0
27152,Devin Harris,SR,2018,G,Jacksonville,A-Sun,29,33.586,4.172,9.241,3.862,8.068999999999999,0.31,1.172,3.862,5.2410000000000005,1.138,6.483,7.621,5.4479999999999995,1.69,0.172,3.345,1.7590000000000001,12.517000000000001,22.78,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,1.0,5.0,WAS,1.0,5.0,0.0
27169,Shai Gilgeous-Alexander,FR,2018,G,Kentucky,SEC,37,33.73,4.946000000000001,10.189,4.324,8.649,0.622,1.541,3.865,4.73,0.892,3.2430000000000003,4.135,5.1080000000000005,1.649,0.486,2.7030000000000003,1.676,14.378,24.47,0.516,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,11.0,CHO,1.0,11.0,0.0
27196,Devonte' Graham,SR,2018,G,Kansas,Big 12,39,37.795,5.103,12.769,2.282,5.821000000000001,2.821,6.949,4.282,5.178999999999999,0.615,3.41,4.026,7.231,1.59,0.051,2.795,1.436,17.308,26.82,0.466,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2.0,34.0,ATL,2.0,34.0,0.0
27221,Ryan Gomes,SO,2018,C,Mount St. Mary's,NEC,32,10.719000000000001,1.6880000000000002,2.938,1.6880000000000002,2.938,0.0,0.0,0.469,1.0,0.562,1.219,1.781,0.25,0.281,0.5,0.594,1.656,3.844,17.55,0.611,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,2.0,50.0,BOS,2.0,50.0,0.0
27364,Jaylen Nowell,SO,2019,G,Washington,Pac-12,36,34.444,6.056,12.056,4.638999999999999,8.833,1.4169999999999998,3.222,2.639,3.389,0.972,4.306,5.278,3.111,1.278,0.25,2.944,2.25,16.167,23.26,0.494,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,43.0,MIN,2.0,43.0,0.0
27495,Ja Morant,SO,2019,G,Murray State,OVC,33,36.576,8.03,16.090999999999998,6.303,11.333,1.7269999999999999,4.758,6.697,8.242,1.212,4.485,5.697,10.03,1.758,0.818,5.152,1.455,24.485,37.42,0.505,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1.0,2.0,MEM,1.0,2.0,0.0
27545,Jordan Poole,SO,2019,G,Michigan,Big Ten,37,33.080999999999996,4.351,9.972999999999999,2.324,4.486000000000001,2.0269999999999997,5.486000000000001,2.0269999999999997,2.432,0.21600000000000003,2.7569999999999997,2.9730000000000003,2.162,1.081,0.21600000000000003,1.541,2.0,12.757,19.37,0.5429999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1.0,28.0,GSW,1.0,28.0,0.0
27712,Chuma Okeke,SO,2019,F,Auburn,SEC,38,29.079,4.421,8.921,2.9739999999999998,5.184,1.4469999999999998,3.737,1.7109999999999999,2.3680000000000003,2.7889999999999997,4.053,6.8420000000000005,1.921,1.8159999999999998,1.2109999999999999,1.7369999999999999,1.868,12.0,26.99,0.542,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1.0,16.0,ORL,1.0,16.0,0.0
27723,Miye Oni,JR,2019,G,Yale,Ivy,29,30.965999999999998,5.7589999999999995,13.069,3.8280000000000003,7.862,1.931,5.207000000000001,3.69,4.655,0.655,5.621,6.276,3.552,0.897,1.276,2.5860000000000003,2.69,17.137999999999998,29.18,0.479,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,58.0,GSW,2.0,58.0,0.0
27782,Eric Paschall,SR,2019,F,Villanova,Big East,36,36.139,5.417000000000001,12.110999999999999,3.472,6.528,1.944,5.582999999999999,3.75,5.0280000000000005,1.278,4.861000000000001,6.138999999999999,2.1390000000000002,0.722,0.47200000000000003,2.278,2.1390000000000002,16.528,22.89,0.48200000000000004,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,41.0,GSW,2.0,41.0,0.0
27941,Romeo Langford,FR,2019,G,Indiana,Big Ten,32,34.062,5.531000000000001,12.344000000000001,4.468999999999999,8.437999999999999,1.062,3.906,4.375,6.062,1.406,3.969,5.375,2.344,0.7809999999999999,0.812,2.125,1.875,16.5,24.91,0.491,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1.0,14.0,BOS,1.0,14.0,0.0
27956,Nassir Little,FR,2019,F,North Carolina,ACC,36,18.222,3.639,7.611000000000001,3.25,6.167000000000001,0.389,1.444,2.1390000000000002,2.778,1.5830000000000002,3.028,4.611000000000001,0.667,0.528,0.528,1.3330000000000002,1.639,9.806000000000001,27.83,0.504,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1.0,25.0,POR,1.0,25.0,0.0
28145,Jalen McDaniels,SO,2019,F,San Diego State,MWC,34,31.029,6.235,13.382,5.529,11.175999999999998,0.706,2.206,2.735,3.735,1.9709999999999999,6.294,8.265,2.1180000000000003,1.1179999999999999,0.47100000000000003,2.412,2.9410000000000003,15.912,26.87,0.49200000000000005,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,52.0,CHO,2.0,52.0,0.0
28251,Terance Mann,SR,2019,G,Florida State,ACC,37,31.73,3.9730000000000003,7.865,3.162,5.784,0.8109999999999999,2.081,2.6489999999999996,3.3510000000000004,2.4859999999999998,4.0,6.486000000000001,2.541,0.6759999999999999,0.324,1.757,2.2430000000000003,11.405,20.9,0.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,48.0,LAC,2.0,48.0,0.0
28364,Cody Martin,SR,2019,F,Nevada,MWC,34,34.441,4.441,8.794,3.4410000000000003,6.0,1.0,2.7939999999999996,2.176,2.853,0.941,3.529,4.471,4.912,1.3530000000000002,0.6759999999999999,1.882,2.529,12.059000000000001,21.6,0.475,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,2.0,36.0,CHO,2.0,36.0,0.0
28557,Isaiah Thomas,SR,2019,F,Northern Arizona,Big Sky,23,8.435,1.087,1.9569999999999999,1.087,1.9569999999999999,0.0,0.0,0.261,0.696,0.7390000000000001,1.13,1.87,0.13,0.13,0.435,0.478,1.7830000000000001,2.435,14.47,0.5329999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,60.0,SAC,2.0,60.0,0.0
28667,Matisse Thybulle,SR,2019,G,Washington,Pac-12,36,31.055999999999997,3.111,7.5,1.8330000000000002,3.306,1.278,4.194,1.5830000000000002,1.861,0.75,2.333,3.083,2.1390000000000002,3.5,2.278,1.8330000000000002,2.778,9.083,21.64,0.49200000000000005,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1.0,20.0,BOS,1.0,20.0,0.0
