,Player,Class,Season,Pos,School,Conf,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,eFG%,WS,AP Player of the Year,NABC Defensive Player of the Year,NABC Player of the Year,Naismith Award,NCAA Tournament Most Outstanding Player,NIT Most Valuable Player,Rupp Trophy,Sporting News Player of the Year,UPI Player of the Year,USBWA Freshman of the Year,Year,Rd,Pk,Tm,Projected Rd,Projected Pk,Team Score
13744,Markieff Morris,JR,2011,C,Kansas,Big 12,38,24.368000000000002,5.132000000000001,8.711,4.474,7.1579999999999995,0.6579999999999999,1.5530000000000002,2.7110000000000003,4.026,2.7110000000000003,5.605,8.316,1.395,0.789,1.1320000000000001,2.053,2.842,13.632,31.25,0.45899999999999996,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,13.0,PHO,1.0,13.0,0.0
13745,Marcus Morris,JR,2011,F,Kansas,Big 12,38,28.316,6.316,11.079,5.632000000000001,9.079,0.684,2.0,3.895,5.6579999999999995,2.605,5.026,7.632000000000001,1.632,0.8420000000000001,0.632,1.7630000000000001,2.553,17.211,32.41,0.511,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,14.0,HOU,1.0,14.0,0.0
13746,Darius Morris,SO,2011,G,Michigan,Big Ten,35,34.829,5.742999999999999,11.743,5.2860000000000005,9.914,0.457,1.829,3.0860000000000003,4.314,0.8859999999999999,3.0860000000000003,3.971,6.7139999999999995,1.0290000000000001,0.028999999999999998,2.943,2.114,15.029000000000002,23.8,0.434,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,41.0,LAL,2.0,41.0,0.0
13863,Chandler Parsons,SR,2011,F,Florida,SEC,36,34.139,4.306,8.972000000000001,3.111,5.722,1.194,3.25,1.5,2.694,2.056,5.694,7.75,3.778,0.9440000000000001,0.41700000000000004,2.25,1.861,11.306,20.66,0.5529999999999999,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,38.0,HOU,2.0,38.0,0.0
13893,E'Twaun Moore,SR,2011,G,Purdue,Big Ten,34,33.882,6.5,14.529000000000002,4.441,9.382,2.059,5.147,2.9410000000000003,4.147,1.5,3.647,5.147,3.176,1.206,0.529,1.794,2.088,18.0,28.61,0.535,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,55.0,BOS,2.0,55.0,0.0
13916,DeAndre Liggins,JR,2011,G,Kentucky,SEC,38,31.605,2.947,6.947,2.0,4.526,0.9470000000000001,2.421,1.7890000000000001,2.763,0.579,3.447,4.026,2.526,1.2109999999999999,0.737,1.4469999999999998,2.474,8.632,16.32,0.409,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,53.0,ORL,2.0,53.0,0.0
13937,Vernon Macklin,SR,2011,F,Florida,SEC,37,24.459,5.162000000000001,8.703,5.162000000000001,8.703,0.0,0.0,1.2429999999999999,2.7569999999999997,2.2159999999999997,3.162,5.377999999999999,0.8109999999999999,0.35100000000000003,0.703,1.703,2.459,11.568,23.33,0.741,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,52.0,DET,2.0,52.0,0.0
13941,Shelvin Mack,JR,2011,G,Butler,Horizon,38,32.079,5.289,12.974,3.0,6.5,2.289,6.474,3.158,4.105,0.711,3.763,4.474,3.447,0.789,0.079,2.447,1.7369999999999999,16.026,24.9,0.48200000000000004,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,34.0,WAS,2.0,34.0,0.0
13984,Kawhi Leonard,SO,2011,F,San Diego State,MWC,36,32.556,5.861000000000001,13.194,5.167000000000001,10.806,0.6940000000000001,2.3890000000000002,3.056,4.0280000000000005,3.083,7.472,10.556,2.528,1.4169999999999998,0.583,2.1109999999999998,2.472,15.472000000000001,28.74,0.47700000000000004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,15.0,IND,1.0,15.0,0.0
13991,Travis Leslie,JR,2011,G,Georgia,SEC,33,32.181999999999995,5.364,10.909,4.97,9.606,0.39399999999999996,1.3030000000000002,3.303,4.121,3.2119999999999997,3.97,7.182,2.9389999999999996,1.212,0.606,2.1519999999999997,1.909,14.424000000000001,26.6,0.447,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,47.0,LAC,2.0,47.0,0.0
13998,Jon Leuer,SR,2011,F,Wisconsin,Big Ten,34,33.5,6.676,14.206,5.088,9.912,1.588,4.294,3.324,3.9410000000000003,1.676,5.559,7.235,1.6469999999999998,0.5,0.882,1.588,2.206,18.265,28.24,0.556,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,40.0,MIL,2.0,40.0,0.0
14006,Malcolm Lee,JR,2011,G,UCLA,Pac-10,33,33.121,4.273,9.788,3.091,5.787999999999999,1.182,4.0,3.3939999999999997,4.364,0.6970000000000001,2.364,3.0610000000000004,2.03,0.667,0.212,1.6969999999999998,2.424,13.120999999999999,18.85,0.539,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,43.0,CHI,2.0,43.0,0.0
14158,Kemba Walker,JR,2011,G,Connecticut,Big East,41,37.634,7.707000000000001,18.024,5.877999999999999,12.488,1.829,5.537000000000001,6.292999999999999,7.683,1.2930000000000001,4.146,5.439,4.488,1.8780000000000001,0.171,2.2680000000000002,1.3659999999999999,23.537,33.73,0.498,3.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,9.0,CHA,1.0,9.0,0.0
14167,Trey Thompkins,JR,2011,F,Georgia,SEC,30,31.233,6.4670000000000005,13.433,5.7,10.967,0.767,2.467,2.733,3.967,1.867,5.767,7.632999999999999,1.4,1.1,1.6669999999999998,2.533,2.233,16.433,27.9,0.48700000000000004,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,37.0,LAC,2.0,37.0,0.0
14195,Tristan Thompson,SR,2011,G,North Texas,Sun Belt,33,32.0,4.788,10.424000000000001,2.7880000000000003,5.636,2.0,4.788,6.394,7.667000000000001,0.485,2.697,3.182,1.788,0.727,0.121,2.242,1.879,17.97,25.59,0.504,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,4.0,CLE,1.0,4.0,0.0
14199,Klay Thompson,JR,2011,G,Washington State,Pac-10,34,34.676,7.059,16.206,4.176,8.971,2.8819999999999997,7.235,4.559,5.441,0.735,4.5,5.235,3.735,1.6469999999999998,0.941,3.3819999999999997,2.912,21.559,31.06,0.491,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,11.0,GSW,1.0,11.0,0.0
14223,Marcus Williams,JR,2011,G,Sam Houston State,Southland,22,23.409000000000002,2.4090000000000003,6.545,1.7269999999999999,4.045,0.682,2.5,1.818,2.682,0.409,1.7730000000000001,2.182,3.318,1.5,0.045,2.591,2.227,7.318,16.42,0.42,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,1.0,22.0,NJN,1.0,22.0,0.0
14224,Marcus Williams,JR,2011,G,Sam Houston State,Southland,22,23.409000000000002,2.4090000000000003,6.545,1.7269999999999999,4.045,0.682,2.5,1.818,2.682,0.409,1.7730000000000001,2.182,3.318,1.5,0.045,2.591,2.227,7.318,16.42,0.42,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,2.0,33.0,SAS,2.0,33.0,0.0
14338,Iman Shumpert,JR,2011,G,Georgia Tech,ACC,31,32.0,5.71,14.065,4.355,9.193999999999999,1.355,4.871,4.548,5.645,1.71,4.194,5.903,3.484,2.742,0.19399999999999998,2.323,2.7739999999999996,17.323,31.14,0.45,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,17.0,NYK,1.0,17.0,0.0
14352,Josh Selby,FR,2011,G,Kansas,Big 12,26,20.385,2.7689999999999997,7.422999999999999,1.462,3.8080000000000003,1.308,3.615,1.077,1.423,0.385,1.8459999999999999,2.231,2.154,0.8079999999999999,0.038,2.0380000000000003,1.692,7.922999999999999,18.35,0.461,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,49.0,MEM,2.0,49.0,0.0
14476,Chris Singleton,JR,2011,F,Florida State,ACC,28,29.070999999999998,4.428999999999999,10.214,3.179,6.821000000000001,1.25,3.3930000000000002,3.0,4.5,2.0709999999999997,4.75,6.821000000000001,1.179,1.964,1.464,2.1790000000000003,3.214,13.107000000000001,26.18,0.483,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,18.0,WAS,1.0,18.0,0.0
14478,Kyle Singler,SR,2011,F,Duke,ACC,37,34.757,5.919,13.757,4.243,8.541,1.676,5.216,3.378,4.189,2.378,4.459,6.837999999999999,1.6219999999999999,0.919,0.324,1.892,2.6489999999999996,16.892,25.16,0.53,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,33.0,DET,2.0,33.0,0.0
14506,Nolan Smith,SR,2011,G,Duke,ACC,37,34.027,7.027,15.350999999999999,5.486000000000001,10.946,1.541,4.405,5.053999999999999,6.216,1.189,3.2969999999999997,4.486000000000001,5.1080000000000005,1.216,0.081,3.1889999999999996,1.946,20.649,30.75,0.54,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,21.0,POR,1.0,21.0,0.0
14507,Brandon Knight,FR,2011,G,Kentucky,SEC,38,35.868,5.711,13.5,3.4210000000000003,7.421,2.289,6.079,3.5789999999999997,4.5,0.6579999999999999,3.3680000000000003,4.026,4.184,0.6579999999999999,0.21100000000000002,3.158,2.184,17.289,22.99,0.508,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,8.0,DET,1.0,8.0,0.0
14517,Norris Cole,SR,2011,G,Cleveland State,Horizon,36,35.694,6.972,15.889000000000001,5.556,11.75,1.4169999999999998,4.138999999999999,6.306,7.388999999999999,0.75,5.083,5.832999999999999,5.306,2.222,0.083,2.694,2.417,21.666999999999998,33.12,0.415,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,28.0,CHI,1.0,28.0,0.0
14574,Jimmy Butler,SR,2011,G,Marquette,Big East,37,34.649,5.053999999999999,10.324000000000002,4.513999999999999,8.757,0.541,1.568,5.081,6.486000000000001,2.432,3.6489999999999996,6.081,2.324,1.432,0.35100000000000003,1.459,1.324,15.73,26.34,0.514,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,30.0,CHI,1.0,30.0,0.0
14628,Jon Diebler,SR,2011,G,Ohio State,Big Ten,37,35.676,3.9189999999999996,7.73,0.838,1.595,3.0810000000000004,6.135,1.73,2.135,0.37799999999999995,2.27,2.6489999999999996,2.378,0.973,0.135,0.946,1.0,12.649000000000001,19.43,0.42,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,51.0,POR,2.0,51.0,0.0
14765,Lavoy Allen,SR,2011,F,Temple,A-10,33,33.939,4.667,9.727,4.515,9.212,0.152,0.515,2.0909999999999997,3.0,2.667,5.909,8.576,2.273,0.6970000000000001,1.848,1.636,2.273,11.575999999999999,22.21,0.563,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,50.0,PHI,2.0,50.0,0.0
14812,James Anderson,JR,2011,F,Brigham Young,MWC,31,7.6770000000000005,0.452,1.3869999999999998,0.452,1.3869999999999998,0.0,0.0,0.226,0.8390000000000001,0.516,0.8059999999999999,1.3230000000000002,0.19399999999999998,0.161,0.581,0.226,1.806,1.129,9.76,0.326,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,20.0,SAS,1.0,20.0,0.0
14841,Alec Burks,SO,2011,G,Colorado,Big 12,38,31.395,6.605,14.079,5.867999999999999,11.552999999999999,0.737,2.526,6.553,7.947,2.395,4.105,6.5,2.947,1.079,0.316,2.605,2.342,20.5,33.45,0.5670000000000001,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,12.0,UTA,1.0,12.0,0.0
14865,Keith Benson,SR,2011,C,Oakland,Summit,35,32.371,6.6,12.057,6.343,11.4,0.257,0.657,4.486000000000001,6.971,2.657,7.457000000000001,10.113999999999999,1.0859999999999999,0.8,3.571,1.886,3.0860000000000003,17.942999999999998,32.82,0.505,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,48.0,ATL,2.0,48.0,0.0
14937,Reggie Jackson,JR,2011,G,Boston College,ACC,34,34.147,6.441,12.794,4.353,7.824,2.088,4.971,3.2060000000000004,4.029,1.0290000000000001,3.265,4.294,4.471,1.0590000000000002,0.529,2.3819999999999997,1.706,18.176,28.35,0.457,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,24.0,OKC,1.0,24.0,0.0
14950,Kyrie Irving,FR,2011,G,Duke,ACC,11,27.545,5.0,9.455,3.364,5.909,1.636,3.545,5.818,6.455,0.545,2.818,3.364,4.273,1.455,0.545,2.455,2.0909999999999997,17.455,33.55,0.615,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,1.0,CLE,1.0,1.0,0.0
15002,Tyler Honeycutt,SO,2011,F,UCLA,Pac-10,33,34.97,4.364,10.758,2.697,6.152,1.6669999999999998,4.606,2.364,3.2119999999999997,1.515,5.697,7.212000000000001,2.818,0.879,2.03,3.03,1.5759999999999998,12.758,21.22,0.483,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,35.0,SAC,2.0,35.0,0.0
15022,Cory Joseph,FR,2011,G,Texas,Big 12,36,32.389,3.778,8.943999999999999,2.333,5.444,1.444,3.5,1.4169999999999998,2.028,0.639,2.917,3.556,3.028,1.028,0.306,1.5,1.806,10.417,18.17,0.503,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,29.0,SAS,1.0,29.0,0.0
15093,Charles Jenkins,SR,2011,G,Hofstra,CAA,33,37.333,7.545,14.606,5.545,9.847999999999999,2.0,4.758,5.515,6.697,0.545,2.818,3.364,4.788,1.7269999999999999,0.667,2.2119999999999997,2.0,22.605999999999998,32.04,0.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,44.0,GSW,2.0,44.0,0.0
15112,Jimmer Fredette,SR,2011,G,Brigham Young,MWC,37,35.757,9.351,20.676,6.0,12.216,3.3510000000000004,8.459,6.811,7.622000000000001,0.649,2.784,3.432,4.324,1.324,0.027000000000000003,3.5410000000000004,1.324,28.865,38.0,0.5479999999999999,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2011.0,1.0,10.0,MIL,1.0,10.0,0.0
15192,Kenneth Faried,SR,2011,F,Morehead State,OVC,35,34.743,6.657,10.686,6.657,10.686,0.0,0.0,3.971,6.886,5.7139999999999995,8.8,14.514000000000001,1.057,1.9140000000000001,2.343,2.6289999999999996,3.0860000000000003,17.285999999999998,32.85,0.516,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,22.0,DEN,1.0,22.0,0.0
15230,Tobias Harris,FR,2011,F,Tennessee,SEC,34,29.206,5.441,11.824000000000002,4.765,9.588,0.6759999999999999,2.235,3.765,5.0,1.9709999999999999,5.294,7.265,1.294,0.706,0.853,1.824,2.059,15.324000000000002,27.7,0.489,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,1.0,19.0,CHA,1.0,19.0,0.0
15247,Justin Harper,SR,2011,F,Richmond,A-10,37,31.838,6.622000000000001,12.405,4.541,7.757000000000001,2.081,4.649,2.541,3.1889999999999996,1.676,5.242999999999999,6.919,1.162,0.622,1.2429999999999999,1.514,2.2159999999999997,17.865,29.36,0.55,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,32.0,CLE,2.0,32.0,0.0
15255,Josh Harrellson,SR,2011,F,Kentucky,SEC,38,28.5,3.342,5.474,3.2889999999999997,5.211,0.053,0.263,0.868,1.474,3.6839999999999997,4.974,8.658,0.789,0.9209999999999999,1.5,0.737,2.395,7.605,21.06,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,45.0,NOH,2.0,45.0,0.0
15271,Andrew Goudelock,SR,2011,G,College of Charleston,Southern,37,35.189,8.595,18.892,5.053999999999999,10.189,3.5410000000000004,8.703,2.9730000000000003,3.622,0.6759999999999999,3.1889999999999996,3.865,4.243,0.892,0.18899999999999997,3.216,1.784,23.703000000000003,31.89,0.568,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,2.0,46.0,LAL,2.0,46.0,0.0
15321,Kyle O'Quinn,SR,2012,C,Norfolk State,MEAC,36,31.25,5.694,9.943999999999999,5.528,9.056000000000001,0.16699999999999998,0.889,4.333,6.222,3.167,7.167000000000001,10.333,1.4169999999999998,0.6940000000000001,2.694,2.639,3.25,15.889000000000001,29.38,0.56,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,49.0,ORL,2.0,49.0,0.0
15328,Andrew Nicholson,SR,2012,F,St. Bonaventure,A-10,32,30.061999999999998,6.875,12.030999999999999,6.156000000000001,10.375,0.7190000000000001,1.656,4.0,5.156000000000001,2.594,5.812,8.406,1.031,0.6559999999999999,1.969,2.5,2.812,18.469,31.98,0.564,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,19.0,ORL,1.0,19.0,0.0
15366,Arnett Moultrie,JR,2012,F,Mississippi State,SEC,30,35.766999999999996,6.0,10.933,5.733,10.333,0.267,0.6,4.133,5.3,3.667,6.8,10.467,1.167,0.833,0.767,2.4330000000000003,2.233,16.4,25.34,0.491,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,27.0,MIA,1.0,27.0,0.0
15408,Kevin Murphy,SR,2012,G,Tennessee Tech,OVC,33,34.515,7.242000000000001,16.303,4.848,10.545,2.394,5.757999999999999,3.758,5.212000000000001,0.909,4.333,5.242000000000001,2.303,0.848,0.212,3.273,2.1519999999999997,20.636,26.99,0.46,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,47.0,UTA,2.0,47.0,0.0
15457,Glen Rice,JR,2012,G,Georgia Tech,ACC,21,29.905,4.857,10.619000000000002,3.429,6.332999999999999,1.429,4.2860000000000005,1.905,3.1430000000000002,1.952,4.762,6.7139999999999995,2.286,1.3330000000000002,0.857,2.286,2.381,13.048,24.77,0.529,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0,2.0,35.0,PHI,2.0,35.0,0.0
15502,Miles Plumlee,SR,2012,F,Duke,ACC,34,20.5,2.6180000000000003,4.294,2.6180000000000003,4.294,0.0,0.0,1.412,2.235,2.912,4.206,7.117999999999999,0.529,0.529,0.941,1.235,2.294,6.647,21.58,0.474,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,26.0,IND,1.0,26.0,0.0
15543,Damian Lillard,JR,2012,G,Weber State,Big Sky,32,34.531,7.218999999999999,15.469000000000001,4.281000000000001,8.281,2.938,7.188,7.125,8.031,0.531,4.5,5.031000000000001,4.0,1.469,0.21899999999999997,2.312,1.9380000000000002,24.5,36.27,0.522,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,6.0,POR,1.0,6.0,0.0
15558,Kendall Marshall,SO,2012,G,North Carolina,ACC,36,33.028,2.917,6.25,2.1390000000000002,4.056,0.778,2.194,1.528,2.194,0.16699999999999998,2.444,2.611,9.75,1.194,0.16699999999999998,2.806,1.556,8.139,19.13,0.475,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,13.0,PHO,1.0,13.0,0.0
15588,Jeremy Lamb,SO,2012,G,Connecticut,Big East,34,37.235,6.382000000000001,13.353,4.294,7.147,2.088,6.206,2.8819999999999997,3.5589999999999997,0.941,3.9410000000000003,4.882,1.706,1.235,0.618,2.0,1.676,17.735,23.95,0.5479999999999999,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,12.0,HOU,1.0,12.0,0.0
15589,Doron Lamb,SO,2012,G,Kentucky,SEC,40,31.225,4.375,9.225,2.475,5.15,1.9,4.075,3.075,3.725,0.375,2.325,2.7,1.5,0.475,0.05,1.1,1.8,13.725,20.85,0.602,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,42.0,MIL,2.0,42.0,0.0
15598,Meyers Leonard,SO,2012,C,Illinois,Big Ten,32,31.811999999999998,5.312,9.094,5.281000000000001,8.75,0.031,0.344,2.906,3.969,2.281,5.906000000000001,8.187999999999999,1.344,0.469,1.875,2.125,2.938,13.562000000000001,23.45,0.483,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,11.0,POR,1.0,11.0,0.0
15621,Fab Melo,SO,2012,C,Syracuse,Big East,30,25.433000000000003,3.267,5.767,3.267,5.767,0.0,0.0,1.2670000000000001,2.0,2.667,3.167,5.832999999999999,0.7,0.5,2.9330000000000003,1.433,2.833,7.8,20.77,0.607,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,22.0,BOS,1.0,22.0,0.0
15629,Khris Middleton,JR,2012,F,Texas A&M,Big 12,20,28.75,5.1,12.3,4.1,8.45,1.0,3.85,1.95,2.6,1.3,3.65,4.95,2.25,0.95,0.25,2.15,1.85,13.15,23.28,0.455,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,39.0,DET,2.0,39.0,0.0
15659,Darius Miller,SR,2012,G,Kentucky,SEC,40,26.075,3.575,7.55,2.175,3.825,1.4,3.725,1.375,1.725,0.9,1.85,2.75,2.05,0.825,0.325,1.45,2.175,9.925,19.75,0.466,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,46.0,NOH,2.0,46.0,0.0
15667,Quincy Miller,FR,2012,F,Baylor,Big 12,37,24.405,3.73,8.351,3.0810000000000004,6.486000000000001,0.649,1.865,2.5140000000000002,3.0810000000000004,1.459,3.4589999999999996,4.919,1.432,0.6759999999999999,0.649,1.784,1.865,10.622,22.86,0.485,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,38.0,DEN,2.0,38.0,0.0
15720,Dion Waiters,JR,2012,G,Jacksonville State,OVC,24,16.042,0.917,2.625,0.917,2.083,0.0,0.542,1.375,1.9580000000000002,0.917,1.75,2.667,1.9169999999999998,1.208,0.042,1.25,1.9169999999999998,3.208,14.68,0.349,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,4.0,CLE,1.0,4.0,0.0
15787,Marquis Teague,FR,2012,G,Kentucky,SEC,40,32.575,3.625,8.8,2.975,6.8,0.65,2.0,2.125,2.975,0.425,2.1,2.525,4.775,0.925,0.275,2.725,2.275,10.025,16.16,0.449,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,29.0,CHI,1.0,29.0,0.0
15849,Tyler Zeller,SR,2012,F,North Carolina,ACC,38,28.158,5.789,10.474,5.789,10.474,0.0,0.0,4.763,5.895,3.842,5.763,9.605,0.9470000000000001,0.895,1.526,1.921,2.6839999999999997,16.342,33.43,0.47200000000000003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,17.0,DAL,1.0,17.0,0.0
15862,Tony Wroten,FR,2012,G,Washington,Pac-12,35,30.343000000000004,5.657,12.770999999999999,5.4,11.171,0.257,1.6,4.4,7.542999999999999,2.286,2.7430000000000003,5.029,3.714,1.886,0.371,3.7710000000000004,2.657,15.970999999999998,27.06,0.45299999999999996,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,25.0,MEM,1.0,25.0,0.0
15872,Royce White,SO,2012,F,Iowa State,Big 12,34,31.529,5.147,9.647,5.029,9.294,0.11800000000000001,0.353,3.0,6.029,2.5,6.794,9.294,5.0,1.176,0.941,3.824,2.6180000000000003,13.412,25.43,0.54,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,16.0,HOU,1.0,16.0,0.0
15915,Tyshawn Taylor,SR,2012,G,Kansas,Big 12,39,33.41,5.795,12.154000000000002,4.308,8.256,1.4869999999999999,3.897,3.513,5.103,0.205,2.128,2.333,4.769,1.3330000000000002,0.154,3.5380000000000003,1.974,16.59,23.63,0.485,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,41.0,POR,2.0,41.0,0.0
15981,Thomas Robinson,JR,2012,F,Kansas,Big 12,39,31.846,6.692,13.255999999999998,6.513,12.897,0.179,0.359,4.178999999999999,6.127999999999999,2.897,8.974,11.872,1.8459999999999999,1.077,0.872,2.667,2.7439999999999998,17.744,30.85,0.485,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,5.0,SAC,1.0,5.0,0.0
15994,Austin Rivers,FR,2012,G,Duke,ACC,34,33.205999999999996,5.118,11.824000000000002,3.412,7.147,1.706,4.676,3.5589999999999997,5.412000000000001,0.618,2.765,3.3819999999999997,2.088,0.971,0.028999999999999998,2.324,2.235,15.5,21.48,0.505,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,1.0,10.0,NOH,1.0,10.0,0.0
16011,Robert Sacre,SR,2012,C,Gonzaga,WCC,33,26.303,3.545,6.939,3.545,6.879,0.0,0.061,4.545,5.97,2.03,4.273,6.303,0.727,0.364,1.4240000000000002,1.818,2.182,11.636,23.58,0.7140000000000001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,2.0,60.0,LAL,2.0,60.0,0.0
