,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,Year,Rd,Pk,Tm
1904,Jeff Ayres,8.75,1.116666667,2.1,0.540666667,0.016666667,0.033333333,0.083333333,1.116666667,2.066666667,0.5445,0.542,0.45,0.566666667,0.804166667,0.683333333,1.666666667,2.35,0.333333333,0.166666667,0.25,0.466666667,1.366666667,2.683333333,17.525,2009,2,31,SAC
1905,Dan Langhi,8.266666667,1.116666667,2.983333333,0.372,0.15,0.316666667,0.256666667,0.983333333,2.666666667,0.365833333,0.392833333,0.283333333,0.383333333,0.6465,0.216666667,0.866666667,1.116666667,0.15,0.116666667,0.033333333,0.266666667,0.95,2.683333333,13.65333333,2000,2,31,DAL
1908,Justin Harper,7.766666667,1.033333333,2.733333333,0.369,0.533333333,1.666666667,0.294666667,0.5,1.066666667,0.329666667,0.474333333,0.066666667,0.166666667,0.166666667,0.3,0.6,0.933333333,0.266666667,0.1,0.066666667,0.7,0.566666667,2.666666667,13.40666667,2011,2,32,CLE
1913,Paul Davis,7.625,1.075,2.575,0.425,0,0,0,1.075,2.575,0.426,0.425,0.5,0.775,0.6485,0.7,0.775,1.5,0.65,0.225,0.275,0.3,1,2.65,24.715,2006,2,34,LAC
1914,Royal Ivey,10.14166667,1.008333333,2.525,0.372166667,0.3,0.85,0.332916667,0.691666667,1.675,0.386416667,0.434166667,0.341666667,0.5,0.627166667,0.216666667,0.741666667,0.958333333,0.775,0.4,0.058333333,0.4,1.266666667,2.641666667,13.25416667,2004,2,37,ATL
1917,Damion James,12.6,1.025,2.725,0.26,0,0.15,0,1.025,2.575,0.282,0.26,0.55,0.8,0.5775,0.475,2.275,2.75,0.45,0.4,0.425,0.725,1.1,2.625,9.2925,2010,1,24,ATL
1921,Nick Johnson,9.4,0.9,2.7,0.347,0.2,0.8,0.238,0.8,1.9,0.389,0.38,0.6,0.9,0.68,0.5,0.9,1.4,0.4,0.3,0.1,0.7,1.2,2.6,12.99,2014,2,42,HOU
1924,DeAndre Liggins,11.33333333,1.011111111,2.177777778,0.483333333,0.2,0.644444444,0.250111111,0.833333333,1.511111111,0.516,0.535555556,0.4,0.677777778,0.409777778,0.633333333,1.311111111,1.955555556,0.555555556,0.7,0.122222222,0.377777778,1.211111111,2.6,26.05,2011,2,53,ORL
1925,Lonnie Walker,6.9,0.9,2.7,0.348,0.3,0.8,0.385,0.6,1.9,0.333,0.402,0.5,0.6,0.8,0,1,1,0.5,0.4,0.2,0.2,0.4,2.6,22.92,2018,1,18,SAS
1927,Joe Alexander,7.85,0.9,2.5,0.2915,0.15,0.45,0.174,0.8,2,0.316,0.308,0.65,0.9,0.683,0.5,0.8,1.25,0.5,0.2,0.3,0.45,1.45,2.6,15.155,2008,1,8,MIL
1938,Jason Collins,16.31176471,0.905882353,2.247058824,0.391705882,0,0.023529412,0.122529412,0.9,2.217647059,0.398,0.392764706,0.747058824,1.194117647,0.586411765,0.941176471,1.870588235,2.811764706,0.6,0.405882353,0.4,0.641176471,2.435294118,2.588235294,8.641176471,2001,1,18,HOU
1939,Cole Aldrich,8.94,1.06,2.02,0.5181,0,0,0,1.06,2.02,0.5181,0.5181,0.42,0.59,0.6577,0.83,2.06,2.88,0.37,0.3,0.6,0.51,1.36,2.57,18.177,2010,1,11,NOH
1941,Lazar Hayward,7.733333333,0.766666667,2.566666667,0.299666667,0.2,0.966666667,0.189666667,0.566666667,1.533333333,0.370666667,0.335666667,0.866666667,1,0.789666667,0.2,0.866666667,1.1,0.566666667,0.3,0.066666667,0.266666667,0.833333333,2.566666667,17.83666667,2010,1,30,WAS
1942,Solomon Jones,11.48,0.91,2.19,0.3665,0,0.02,0.05,0.9,2.16,0.3711,0.3669,0.71,0.97,0.6391,1,1.24,2.27,0.32,0.25,0.48,0.71,1.83,2.55,11.989,2006,2,33,ATL
1943,Jerome Jordan,6.9,0.95,1.85,0.5235,0,0,0,0.95,1.85,0.5235,0.5235,0.65,0.75,0.832,0.95,0.9,1.85,0.25,0.1,0.3,0.3,1,2.55,22.735,2010,2,44,MIL
1947,Lucas Nogueira,9.8,1.025,1.775,0.53975,0.05,0.175,0.2115,0.975,1.6,0.581,0.553,0.45,0.75,0.59225,0.675,1.675,2.375,0.375,0.525,0.725,0.45,1.35,2.525,18.6825,2013,1,16,BOS
1950,Donta Smith,8.45,0.95,2.1,0.4725,0.15,0.4,0.3865,0.8,1.7,0.4915,0.5045,0.6,0.9,0.594,0.3,0.7,1,0.7,0.45,0.05,0.45,1.1,2.5,17.165,2004,2,34,ATL
1958,Robert Williams,8.8,1.1,1.6,0.706,0,0,0,1.1,1.6,0.706,0.706,0.3,0.5,0.6,0.8,1.7,2.5,0.2,0.3,1.3,0.3,1.1,2.5,23.09,2018,1,27,BOS
1959,Antonio Burks,9.55,1.05,2.5,0.4105,0.05,0.3,0.22,0.95,2.2,0.436,0.425,0.4,0.6,0.586,0.05,0.55,0.55,1.25,0.45,0,0.55,0.9,2.5,15.07,2004,2,36,ORL
1960,Daniel Hamilton,7.7,1,2.5,0.419,0.35,1,0.374,0.65,1.45,0.4525,0.4975,0.1,0.15,0.25,0.25,1.35,1.65,1.25,0.25,0.05,0.55,0.65,2.5,22.195,2016,2,56,DEN
1962,Chris McCullough,6.78,0.96,2.28,0.3698,0.16,0.62,0.1634,0.84,1.66,0.4226,0.3902,0.36,0.64,0.5776,0.52,0.98,1.5,0.16,0.38,0.2,0.3,0.58,2.48,22.178,2015,1,29,BRK
1967,Edmond Sumner,5.55,1,1.9,0.672,0.15,0.6,0.1295,0.85,1.3,0.7025,0.699,0.35,0.5,0.3125,0.2,0.85,1,0.2,0.25,0.1,0.2,1.05,2.45,30,2017,2,52,NOP
1968,Sindarius Thornwell,10.35,0.85,2,0.388,0.15,0.5,0.2885,0.65,1.45,0.43,0.4285,0.6,0.85,0.7025,0.3,1.05,1.3,0.6,0.45,0.2,0.5,1.15,2.45,12.81,2017,2,48,MIL
1972,Luis Flores,4.566666667,0.933333333,1.866666667,0.488,0.533333333,0.733333333,0.648,0.4,1.133333333,0.324666667,0.625,0.066666667,0.066666667,0.666666667,0.366666667,0.066666667,0.433333333,0.466666667,0.066666667,0,0.466666667,0.4,2.433333333,25.88666667,2004,2,55,HOU
1973,Sean Singletary,8.366666667,0.833333333,2.366666667,0.361666667,0.3,0.7,0.4,0.566666667,1.7,0.346666667,0.42,0.5,0.566666667,0.885666667,0.3,0.7,0.966666667,0.8,0.333333333,0,0.6,1.2,2.433333333,14.61333333,2008,2,42,SAC
1983,Andrew Goudelock,7.6,0.933333333,2.966666667,0.280333333,0.266666667,1,0.161333333,0.666666667,1.966666667,0.377,0.315333333,0.233333333,0.266666667,0.555666667,0.4,0.266666667,0.7,0.333333333,0.3,0.1,0.466666667,0.433333333,2.4,15.36333333,2011,2,46,LAL
1989,Pape Sow,9.433333333,0.866666667,2.1,0.387,0,0,0,0.866666667,2.1,0.387,0.387,0.733333333,1.1,0.659666667,0.966666667,1.433333333,2.4,0.2,0.333333333,0.233333333,0.4,1.6,2.4,17.44,2004,2,47,MIA
1994,Trey Thompkins,5,1,2.5,0.393,0.2,0.5,0.308,0.8,2,0.417,0.426,0.2,0.3,0.714,0.2,0.8,1,0.1,0.1,0.1,0.3,0.4,2.4,22.67,2011,2,37,LAC
1995,Marcus Paige,5.6,0.8,2.8,0.286,0.4,1.6,0.25,0.4,1.2,0.333,0.357,0.4,0.4,1,0,0.8,0.8,0.6,0,0,0,0,2.4,24.78,2016,2,55,BRK
1998,James Young,8.85,0.825,2.2,0.36175,0.4,1.475,0.283,0.375,0.75,0.52325,0.45575,0.35,0.575,0.534,0.15,0.725,0.875,0.275,0.2,0.05,0.175,0.625,2.375,13.8625,2014,1,17,BOS
1999,Alex Acker,6.95,1,2.85,0.35225,0.225,0.825,0.247,0.8,2.025,0.41075,0.385,0.125,0.275,0.375,0.225,0.625,0.875,0.5,0.225,0.125,0.375,0.425,2.375,19.5875,2005,2,60,DET
2000,Loren Woods,10.23333333,0.933333333,2.1,0.448666667,0,0.016666667,0.0555,0.916666667,2.066666667,0.452,0.449666667,0.533333333,0.816666667,0.519333333,1.1,1.75,2.85,0.333333333,0.233333333,0.533333333,0.55,1.2,2.366666667,16.32833333,2001,2,46,MIN
2002,Bruno Caboclo,8.628571429,0.842857143,2.628571429,0.259714286,0.385714286,1.428571429,0.269714286,0.457142857,1.2,0.283571429,0.316285714,0.3,0.371428571,0.358,0.485714286,1.071428571,1.528571429,0.457142857,0.271428571,0.3,0.457142857,0.771428571,2.357142857,15.20428571,2014,1,20,TOR
2006,Guerschon Yabusele,6.6,0.85,1.85,0.4405,0.3,0.9,0.3225,0.5,0.95,0.557,0.519,0.45,0.6,0.682,0.55,0.9,1.45,0.45,0.15,0.2,0.4,0.75,2.35,21.345,2016,1,16,BOS
2010,Sergei Monia,10.03333333,0.8,2.566666667,0.224666667,0.233333333,1,0.179333333,0.566666667,1.533333333,0.254,0.259666667,0.466666667,0.566666667,0.793666667,0.3,1.2,1.5,0.5,0.3,0.133333333,0.333333333,1.133333333,2.333333333,15.82666667,2004,1,23,POR
2012,Patrick O'Bryant,6.35,1,2.016666667,0.4995,0,0.066666667,0,1,1.95,0.511666667,0.4995,0.316666667,0.566666667,0.5565,0.35,1.15,1.5,0.283333333,0.216666667,0.483333333,0.5,1.5,2.316666667,18.29666667,2006,1,9,GSW
2013,Jared Cunningham,7.2375,0.6625,2.0125,0.352875,0.225,0.7625,0.274,0.45,1.275,0.4315,0.398375,0.8,1.0875,0.677125,0.075,0.7,0.7625,0.4625,0.25,0.0125,0.3875,0.9,2.3125,15.965,2012,1,24,CLE
2019,Khyri Thomas,7.5,0.8,2.7,0.319,0.4,1.3,0.286,0.5,1.3,0.353,0.391,0.3,0.4,0.636,0.2,0.6,0.8,0.3,0.3,0.2,0.2,0.8,2.3,17.07,2018,2,38,PHI
2021,Peyton Siva,9.3,0.8,2.4,0.316,0.3,1,0.28,0.5,1.3,0.344,0.377,0.5,0.6,0.733,0.1,0.5,0.6,1.4,0.4,0,0.8,1.1,2.3,13.48,2013,2,56,DET
2028,Pape Sy,7,0.7,2,0.333,0,0.3,0,0.7,1.7,0.4,0.333,1,1,1,0.7,0.3,1,0.7,0.3,0,1,0.3,2.3,16.99,2010,2,53,ATL
2030,Furkan Aldemir,13.2,1,1.9,0.513,0,0.1,0,1,1.8,0.548,0.513,0.3,0.7,0.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,15.82,2012,2,53,LAC
2032,Hilton Armstrong,9.763636364,0.909090909,2.036363636,0.442181818,0.009090909,0.036363636,0.166636364,0.890909091,2.009090909,0.441363636,0.447909091,0.463636364,0.9,0.502181818,0.881818182,1.536363636,2.427272727,0.381818182,0.354545455,0.418181818,0.645454545,1.545454545,2.272727273,15.02545455,2006,1,12,NOK
2033,Jordan Mickey,7.166666667,0.933333333,2.133333333,0.427,0.033333333,0.233333333,0.041666667,0.9,1.866666667,0.46,0.431,0.4,0.666666667,0.585,0.566666667,1.3,1.9,0.266666667,0.133333333,0.433333333,0.433333333,0.8,2.266666667,20.42,2015,2,33,BOS
2034,Maurice Ager,6.316666667,0.883333333,2.45,0.356166667,0.216666667,0.666666667,0.252333333,0.683333333,1.783333333,0.379666667,0.3955,0.25,0.466666667,0.434333333,0.116666667,0.416666667,0.516666667,0.266666667,0.083333333,0.05,0.4,0.783333333,2.266666667,14.01666667,2006,1,28,DAL
2039,Russ Smith,5.15,0.625,1.95,0.3095,0.175,0.75,0.18725,0.475,1.175,0.383,0.346,0.875,1.05,0.61525,0.1,0.425,0.525,0.675,0.275,0.025,0.875,0.9,2.25,16.38,2014,2,47,PHI
2041,Kyrylo Fesenko,7.56,0.86,1.8,0.469,0,0,0,0.86,1.8,0.471,0.469,0.52,1.1,0.4624,0.86,1.44,2.28,0.26,0.24,0.34,0.46,1.56,2.24,19.144,2007,2,38,PHI
2044,Maciej Lampe,8.071428571,0.957142857,2.928571429,0.294428571,0.028571429,0.071428571,0.166714286,0.928571429,2.842857143,0.294714286,0.298428571,0.242857143,0.471428571,0.402571429,0.614285714,1.385714286,2,0.371428571,0.071428571,0.085714286,0.514285714,0.971428571,2.228571429,13.68285714,2003,2,30,NYK
2045,Caleb Swanigan,8.65,0.975,2.525,0.3755,0.025,0.4,0.117,0.925,2.15,0.429,0.38275,0.25,0.55,0.54775,0.85,2.125,2.975,0.675,0.35,0.1,0.8,1.475,2.225,15.49,2017,1,26,POR
2046,Devyn Marble,10.95,0.85,2.65,0.307,0.3,1.25,0.216,0.55,1.4,0.394,0.358,0.35,0.95,0.365,0.25,1.35,1.65,0.75,0.55,0.05,0.45,0.9,2.2,13.92,2014,2,56,DEN
2052,D.J. Strawberry,8.2,0.9,2.8,0.315,0.2,0.8,0.24,0.7,2,0.343,0.348,0.3,0.6,0.474,0.3,0.6,0.8,0.9,0.4,0.2,0.3,1.1,2.2,17.76,2007,2,59,PHO
2060,A.J. Hammons,7.4,0.8,1.9,0.405,0.2,0.5,0.5,0.5,1.5,0.375,0.464,0.4,0.9,0.45,0.4,1.3,1.6,0.2,0,0.6,0.5,1,2.2,15.86,2016,2,46,DAL
2064,Bernard James,8.233333333,0.8,1.566666667,0.479,0,0,0,0.8,1.533333333,0.489666667,0.479,0.666666667,0.9,0.675,0.9,1.3,2.2,0.166666667,0.166666667,0.666666667,0.366666667,1.1,2.166666667,18.00666667,2012,2,33,CLE
2066,Craig Brackins,8.65,0.95,3.85,0.2615,0.1,1.15,0.1665,0.85,2.7,0.307,0.284,0.05,0.05,0.25,0.55,0.7,1.2,0.45,0.15,0.05,0.15,0.7,2.15,14.37,2010,1,21,OKC
2067,Josh Selby,7.2,0.75,2.4,0.31,0.1,0.55,0.15,0.65,1.8,0.3585,0.328,0.55,0.8,0.711,0.05,0.5,0.5,0.75,0.25,0,0.85,0.65,2.15,11.84,2011,2,49,MEM
2072,Grant Jerrett,6.7,0.933333333,3.233333333,0.296333333,0.1,1.733333333,0.048,0.833333333,1.5,0.538666667,0.312666667,0.133333333,0.133333333,0.666666667,0.266666667,0.933333333,1.2,0.433333333,0.333333333,0.233333333,0.366666667,1.366666667,2.133333333,15.87333333,2013,2,40,POR
2075,Brice Johnson,4.825,1,2.3,0.45425,0,0.05,0,1,2.275,0.47325,0.45425,0.125,0.2,0.48325,0.45,1.075,1.525,0.15,0.55,0.3,0.275,0.55,2.125,31.5175,2016,1,25,LAC
2076,Jeremy Tyler,6.92,0.9,2.02,0.3376,0,0,0,0.9,2.02,0.338,0.3376,0.34,0.6,0.4868,0.56,1.6,2.18,0.14,0.12,0.24,0.42,0.94,2.12,15.998,2011,2,39,CHA
2081,Davon Reed,8.1,0.75,2.4,0.353,0.35,1.1,0.3945,0.4,1.3,0.332,0.431,0.2,0.3,0.3335,0.15,1.1,1.25,0.45,0.3,0.05,0.3,0.55,2.1,14.965,2017,2,32,PHO
2084,Robert Whaley,9.2,1,2.5,0.404,0,0,0,1,2.5,0.404,0.404,0.1,0.3,0.5,0.7,1.2,1.9,0.7,0.3,0.3,0.6,1.8,2.1,13.36,2005,2,51,UTA
2092,Džanan Musa,4.3,1,2.4,0.409,0.1,1.1,0.1,0.9,1.3,0.667,0.432,0,0.2,0,0.1,0.4,0.6,0.2,0.2,0,0.4,0.1,2.1,21.8,2018,1,29,BRK
2093,Lamar Patterson,9.65,0.7,2.65,0.275,0.25,1.3,0.206,0.45,1.35,0.369,0.329,0.45,0.6,0.697,0.15,1.25,1.4,1.15,0.25,0.05,0.75,1.25,2.1,11.39,2014,2,48,MIL
2098,Rashad Vaughn,8.666666667,0.8,2.183333333,0.305666667,0.416666667,1.233333333,0.3105,0.366666667,0.95,0.3315,0.3895,0.083333333,0.133333333,0.422333333,0.116666667,0.683333333,0.816666667,0.533333333,0.25,0.1,0.25,0.7,2.1,12.615,2015,1,17,MIL
2102,Gabe Pruitt,7.05,0.8,2.35,0.333,0.25,0.9,0.271,0.55,1.45,0.364,0.3865,0.25,0.25,0.655,0.15,0.6,0.7,0.85,0.3,0.05,0.35,0.7,2.05,17.645,2007,2,32,BOS
2106,Demetrius Jackson,5.24,0.74,1.4,0.5416,0.18,0.5,0.4952,0.56,0.9,0.6092,0.6106,0.34,0.54,0.5,0.32,0.34,0.66,0.74,0.24,0.04,0.4,0.4,2.04,23.1,2016,2,45,BOS
2108,Nikoloz Tskitishvili,7.275,0.7875,2.5,0.310125,0.1375,0.5375,0.1875,0.675,1.9625,0.338,0.328375,0.3625,0.525,0.560375,0.45,0.875,1.3375,0.3625,0.1625,0.225,0.5,0.8625,2.0375,14.31625,2002,1,5,DEN
2109,Jon Brockman,10.03333333,0.766666667,1.6,0.459333333,0,0,0,0.766666667,1.6,0.462,0.459333333,0.5,0.833333333,0.580666667,1.366666667,1.666666667,3.033333333,0.333333333,0.2,0.033333333,0.366666667,1.666666667,2.033333333,13.65666667,2009,2,38,POR
2113,J.R. Giddens,6.55,0.825,1.725,0.5125,0,0.275,0,0.825,1.45,0.5785,0.5125,0.325,0.575,0.42525,0.525,0.95,1.475,0.325,0.3,0.05,0.475,0.825,2.025,18.7475,2008,1,30,BOS
2119,Derrick Caracter,5.2,0.8,1.6,0.485,0,0,0,0.8,1.6,0.485,0.485,0.4,0.6,0.739,0.5,0.6,1,0.2,0.1,0.2,0.5,1.1,2,17.16,2010,2,58,LAL
2122,Derrick Zimmerman,16,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,0,0,0,0.5,1.5,2,3.5,0,0,2,2,2,6.64,2003,2,40,GSW
2124,Tibor Pleiß,6.8,0.9,2.1,0.44,0,0.2,0,0.9,1.9,0.478,0.44,0.2,0.2,1,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2,10.56,2010,2,31,NJN
2128,Vernon Macklin,5.9,0.8,1.5,0.543,0,0,0,0.8,1.5,0.543,0.543,0.3,0.6,0.571,0.6,0.9,1.5,0.2,0.2,0.2,0.1,0.4,2,22.34,2011,2,52,DET
2129,Chris Richard,11.55,0.8,1.65,0.494,0,0,0,0.8,1.65,0.494,0.494,0.35,0.55,0.6145,1.05,1.9,2.95,0.35,0.3,0.2,0.65,2.2,2,10.155,2007,2,41,MIN
2131,Jeryl Sasser,9.4,0.65,2.4,0.2615,0.1,0.3,0.1475,0.55,2.1,0.2635,0.2775,0.65,0.85,0.7395,0.65,1.1,1.75,0.6,0.5,0.1,0.4,0.8,2,16.565,2001,1,22,ORL
2132,C.J. Wilcox,5.666666667,0.766666667,2.033333333,0.357666667,0.266666667,0.866666667,0.319666667,0.433333333,1.166666667,0.394,0.427,0.2,0.233333333,0.916666667,0.066666667,0.4,0.433333333,0.433333333,0.2,0.033333333,0.3,0.466666667,2,16.74,2014,1,28,LAC
2142,Ken Johnson,9.8,0.9,2.3,0.405,0,0,0,0.9,2.3,0.405,0.405,0.1,0.4,0.333,0.3,1.8,2,0,0.1,0.8,0.4,1.3,2,11.37,2001,2,49,MIA
2146,Michael Bradley,7.88,0.88,1.62,0.5227,0,0.09,0.0367,0.87,1.54,0.5519,0.5234,0.2,0.41,0.3897,0.61,1.44,2.03,0.32,0.11,0.13,0.44,0.81,1.97,13.694,2001,1,17,TOR
2147,Georges Niang,5.433333333,0.766666667,1.966666667,0.363,0.233333333,0.9,0.164333333,0.466666667,1.033333333,0.49,0.407333333,0.166666667,0.233333333,0.777666667,0.2,0.9,1.066666667,0.366666667,0.166666667,0.033333333,0.3,0.466666667,1.966666667,17.62333333,2016,2,50,IND
2148,Brandon Armstrong,5.833333333,0.833333333,2.366666667,0.340666667,0.166666667,0.6,0.275333333,0.633333333,1.766666667,0.359666667,0.375,0.133333333,0.266666667,0.611,0.166666667,0.333333333,0.5,0.2,0.2,0.033333333,0.3,0.7,1.966666667,14.82333333,2001,1,23,HOU
2149,Frank Williams,9.566666667,0.7,2.5,0.269333333,0.2,0.766666667,0.225,0.5,1.733333333,0.261,0.314,0.3,0.4,0.507,0.133333333,0.633333333,0.833333333,1.666666667,0.3,0.166666667,0.733333333,1,1.966666667,11.92333333,2002,1,25,DEN
2150,Ryan Humphrey,8.5,0.8,2.5,0.3128,0,0.12,0,0.8,2.4,0.331,0.3128,0.38,0.7,0.4348,0.86,1.22,2.08,0.28,0.3,0.22,0.6,1.42,1.96,13.102,2002,1,19,UTA
2152,Marcus Vinicius,6.6,0.6,1.35,0.4585,0.3,0.7,0.423,0.3,0.6,0.5,0.571,0.4,0.65,0.5845,0.15,0.6,0.7,0.3,0.15,0.1,0.35,0.55,1.95,15.265,2006,2,43,NOK
2162,Dominic McGuire,12.65454545,0.854545455,2.154545455,0.368636364,0,0.027272727,0.060636364,0.836363636,2.136363636,0.370818182,0.369272727,0.236363636,0.527272727,0.345545455,0.790909091,1.954545455,2.736363636,0.845454545,0.363636364,0.363636364,0.545454545,1.163636364,1.909090909,11.31454545,2007,2,47,WAS
2163,Jérôme Moïso,7.45,0.7375,1.525,0.497375,0,0.025,0,0.7375,1.5,0.50875,0.497375,0.425,0.6625,0.477375,0.65,1.575,2.2125,0.175,0.25,0.35,0.525,0.975,1.9,15.88875,2000,1,11,BOS
2165,Willie Warren,7.1,0.7,1.8,0.371,0.3,0.8,0.333,0.4,1.1,0.4,0.443,0.3,0.4,0.75,0.1,0.6,0.6,1.4,0.3,0,0.4,0.8,1.9,18.41,2010,2,54,LAC
2168,Hassan Adams,6.2,0.75,1.65,0.432,0,0,0,0.75,1.65,0.434,0.432,0.35,0.55,0.5835,0.35,0.6,0.95,0.15,0.2,0.1,0.35,0.55,1.9,13.85,2006,2,54,NJN
2170,Isaiah Hartenstein,7.9,0.7,1.5,0.488,0.1,0.2,0.333,0.6,1.3,0.514,0.512,0.4,0.5,0.786,0.8,0.9,1.7,0.5,0.3,0.4,0.5,2,1.9,14.64,2017,2,43,HOU
2175,Uroš Slokar,3.6,0.7,1.3,0.538,0.1,0.1,0.5,0.7,1.2,0.542,0.558,0.5,0.7,0.692,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9,23.62,2005,2,58,TOR
2177,DeSagana Diop,13.04375,0.825,1.925,0.4184375,0,0.00625,0.03125,0.825,1.91875,0.4199375,0.418625,0.26875,0.61875,0.3529375,1.3,2.1375,3.43125,0.4625,0.325,0.9,0.575,1.75,1.8875,12.895,2001,1,8,CLE
2180,Mark Madsen,11.07777778,0.733333333,1.677777778,0.409777778,0,0.022222222,0.111111111,0.733333333,1.655555556,0.417,0.410222222,0.422222222,0.8,0.457444444,1.155555556,1.222222222,2.377777778,0.366666667,0.255555556,0.222222222,0.455555556,1.8,1.866666667,10.48111111,2000,1,29,LAL
2183,Joey Dorsey,7.966666667,0.75,1.516666667,0.487666667,0,0,0,0.75,1.516666667,0.488333333,0.487666667,0.316666667,0.85,0.347166667,1.1,1.816666667,2.916666667,0.283333333,0.3,0.183333333,0.466666667,1.383333333,1.85,16.68166667,2008,2,33,POR
2186,Justin Patton,5.5,0.85,2.15,0.393,0,0.35,0,0.85,1.85,0.45,0.393,0.15,0.35,0.25,0.35,0.65,1,0.5,0.85,0,0,1.35,1.85,26.775,2017,1,16,CHI
2195,Alton Ford,5.3,0.733333333,1.4,0.465,0,0,0,0.733333333,1.4,0.465,0.465,0.4,0.7,0.523333333,0.3,0.933333333,1.233333333,0.166666667,0.033333333,0.066666667,0.366666667,1.166666667,1.8,13.20666667,2001,2,51,PHO
2199,Chimezie Metu,5,0.7,2,0.328,0,0.1,0,0.7,1.9,0.339,0.328,0.4,0.6,0.765,0.3,0.9,1.2,0.4,0.2,0.1,0.5,0.5,1.8,19.08,2018,2,49,SAS
2200,Will Blalock,11.9,0.6,2.1,0.3,0.1,0.4,0.2,0.6,1.8,0.32,0.317,0.4,0.4,1,0.4,0.6,1.1,1.2,0.4,0,0.9,0.6,1.8,8.64,2006,2,60,DET
2203,Damien Inglis,7.8,0.7,1.9,0.351,0.2,0.7,0.231,0.5,1.2,0.417,0.392,0.4,0.4,0.875,0.1,1.5,1.6,0.5,0.3,0.2,0.6,0.6,1.8,14.45,2014,2,31,MIL
2205,Peter John Ramos,3.3,0.8,1.7,0.5,0,0,0,0.8,1.7,0.5,0.5,0.2,0.3,0.5,0.2,0.5,0.7,0,0,0.2,0.5,0.7,1.8,18.53,2004,2,32,WAS
2208,Dakari Johnson,5.2,0.7,1.3,0.564,0,0,0,0.7,1.3,0.564,0.564,0.4,0.6,0.55,0.5,0.6,1.1,0.3,0.2,0.3,0.1,0.9,1.8,22.81,2015,2,48,OKC
2212,Troy Bell,5.7,0.7,3,0.222,0,0.7,0,0.7,2.3,0.286,0.222,0.5,0.5,1,0.5,0.2,0.7,0.7,0.2,0,1,1,1.8,11.89,2003,1,16,BOS
2217,Reece Gaines,8.2,0.72,2.1,0.361,0.14,0.52,0.2672,0.58,1.58,0.4006,0.388,0.18,0.32,0.478,0.06,0.54,0.62,0.48,0.22,0.04,0.32,0.64,1.78,10.82,2003,1,15,ORL
2220,Nathan Jawai,6.9,0.75,1.75,0.3455,0,0,0,0.75,1.75,0.3475,0.3455,0.35,0.5,0.342,0.75,0.8,1.5,0.3,0.15,0.1,0.5,1,1.75,9.65,2008,2,41,IND
2221,Erick Green,5.575,0.7,1.875,0.29475,0.15,0.675,0.187,0.55,1.225,0.35225,0.32525,0.175,0.2,0.70825,0.25,0.375,0.625,0.45,0.15,0,0.075,0.425,1.75,16.52,2013,2,46,UTA
2222,Jarvis Varnado,7.316666667,0.633333333,1.133333333,0.410333333,0,0,0,0.633333333,1.133333333,0.410333333,0.410333333,0.483333333,0.933333333,0.339666667,0.35,0.866666667,1.233333333,0.3,0.183333333,0.5,0.35,1.4,1.75,8.445,2010,2,41,MIA
2224,Darnell Jackson,6.84,0.72,2.28,0.3474,0.02,0.28,0.1712,0.72,1.96,0.3638,0.3568,0.24,0.38,0.5264,0.6,0.76,1.36,0.12,0.12,0.08,0.34,1.2,1.74,10.644,2008,2,52,MIA
2232,Damir Markota,5.7,0.6,1.7,0.365,0.2,0.5,0.375,0.4,1.2,0.361,0.423,0.2,0.4,0.636,0.4,0.7,1,0.2,0.1,0,0.5,0.7,1.7,12.16,2006,2,59,SAS
2239,Jamison Brewer,8.475,0.675,1.725,0.39925,0.15,0.55,0.13925,0.525,1.15,0.46125,0.4275,0.2,0.525,0.26825,0.3,0.625,0.875,1.125,0.325,0.05,0.575,0.65,1.675,13.96,2001,2,41,IND
2242,Orien Greene,8,0.65,1.75,0.38475,0.025,0.225,0.10175,0.575,1.5,0.40975,0.39325,0.325,0.55,0.4405,0.2,0.775,0.95,0.7,0.525,0.075,0.775,1.125,1.65,16.1825,2005,2,53,BOS
2243,Joel Bolomboy,5.35,0.65,1.15,0.5315,0.05,0.25,0.125,0.6,0.9,0.6335,0.547,0.4,0.75,0.5,0.65,0.9,1.55,0.1,0.2,0.1,0.25,0.3,1.65,22.395,2016,2,52,UTA
2249,Jamal Sampson,7.58,0.62,1.32,0.4574,0,0,0,0.62,1.32,0.4672,0.4574,0.4,0.74,0.3204,1.04,1.88,2.92,0.36,0.14,0.34,0.36,1.02,1.64,18.614,2002,2,47,UTA
2253,Jawun Evans,8.6,0.675,2.5,0.19925,0.075,0.7,0.0695,0.575,1.775,0.2295,0.2065,0.2,0.25,0.194,0.1,1.15,1.25,1.2,0.4,0.025,0.65,1.025,1.625,7.79,2017,2,39,PHI
2254,Taurean Green,4.4,0.4,1.5,0.287666667,0.1,0.633333333,0.213333333,0.3,0.833333333,0.355,0.33,0.633333333,0.7,0.889,0,0.6,0.6,0.633333333,0.1,0,0.533333333,0.3,1.6,16.10333333,2007,2,52,POR
