,Player,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
1803,Jamie Watson,12.76666667,1.133333333,2.6,0.452666667,0.15,0.383333333,0.281833333,1.016666667,2.216666667,0.467166667,0.474,0.45,0.616666667,0.575666667,0.516666667,1.1,1.583333333,1.216666667,0.666666667,0.15,0.916666667,1.35,2.9,12.59333333
1804,Darius Washington,8.1,1.2,2.7,0.438,0.2,0.7,0.333,0.9,2,0.472,0.479,0.4,0.7,0.538,0.2,0.9,1.1,0.8,0.3,0,0.8,0.9,2.9,16.89
1805,Radisav Ćurčić,8.3,0.8,2.1,0.39,0,0,0,0.8,2.1,0.39,0.39,1.3,1.8,0.722,0.9,1.6,2.5,0.6,0.4,0.1,0.4,1.5,2.9,22.36
1806,Gian Clavell,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0,0.4,0,0.5,0.3,0.3,1,0.1,0.9,1,0.4,0.3,0,0.3,1.1,2.9,16.31
1807,Semaj Christon,15.2,1.2,3.5,0.345,0.2,1,0.19,1,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2,0.4,0.1,0.7,1.2,2.9,12.46
1808,Brian Evans,9.457142857,1.128571429,3.185714286,0.340714286,0.328571429,0.928571429,0.311,0.814285714,2.242857143,0.343571429,0.390857143,0.342857143,0.414285714,0.615285714,0.471428571,0.871428571,1.342857143,0.757142857,0.328571429,0.171428571,0.271428571,0.857142857,2.9,18.96571429
1809,Travis Diener,10.37142857,1,2.757142857,0.320714286,0.585714286,1.785714286,0.264285714,0.414285714,0.971428571,0.369857143,0.412428571,0.314285714,0.514285714,0.583428571,0.114285714,0.728571429,0.842857143,1.528571429,0.414285714,0.028571429,0.3,0.728571429,2.9,17.40142857
1810,Dontae' Jones,6.1,1.3,3.8,0.333,0.4,1.5,0.261,0.9,2.3,0.382,0.386,0,0,0,0.2,0.4,0.6,0.3,0.1,0.2,0.7,0.8,2.9,18.98
1811,Sergey Karasev,11.3,0.966666667,2.533333333,0.383666667,0.333333333,1.133333333,0.268,0.7,1.333333333,0.496333333,0.447666667,0.666666667,0.8,0.864,0.3,1.1,1.4,0.866666667,0.333333333,0.033333333,0.6,1.033333333,2.9,12.72666667
1812,Kim English,9.9,1,2.7,0.375,0.3,1.2,0.28,0.7,1.5,0.452,0.438,0.5,0.7,0.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,14.3
1813,Mike Wilks,11.28571429,1.064285714,2.55,0.416071429,0.192857143,0.535714286,0.325,0.871428571,2.028571429,0.431785714,0.457357143,0.607142857,0.828571429,0.716714286,0.285714286,0.85,1.121428571,1.235714286,0.442857143,0.028571429,0.621428571,0.985714286,2.885714286,15.56642857
1814,Aaron Gray,10.57272727,1.181818182,2.363636364,0.508727273,0,0,0,1.181818182,2.354545455,0.510545455,0.508727273,0.5,0.881818182,0.56,1.236363636,2.109090909,3.363636364,0.645454545,0.254545455,0.227272727,0.754545455,1.927272727,2.881818182,16.44272727
1815,Renaldo Balkman,10.3375,1.15,2.375,0.456625,0.075,0.35,0.222,1.0625,2.025,0.47375,0.483125,0.5,0.825,0.525625,0.725,1.4875,2.225,0.425,0.5875,0.325,0.4125,1.6875,2.875,16.565
1816,Brian Oliver,9.6,1.15,2.975,0.3875,0.025,0.075,0.0695,1.15,2.9,0.39325,0.38975,0.575,0.925,0.6035,0.275,0.825,1.125,0.725,0.25,0.05,0.525,1.025,2.875,14.6075
1817,Othyus Jeffers,10.64285714,0.985714286,2.228571429,0.401142857,0.028571429,0.228571429,0.071428571,0.971428571,2,0.462714286,0.403428571,0.914285714,1.314285714,0.605428571,0.6,1.7,2.271428571,0.571428571,0.342857143,0,0.528571429,1,2.871428571,14.77285714
1818,Joe Stephens,7.9,1.133333333,3.466666667,0.31,0.3,1.166666667,0.211,0.833333333,2.3,0.277,0.361333333,0.266666667,0.4,0.472333333,0.8,0.9,1.733333333,0.3,0.766666667,0.066666667,0.766666667,0.833333333,2.866666667,23.58666667
1819,Obinna Ekezie,8.583333333,0.916666667,2.35,0.340666667,0,0,0,0.916666667,2.35,0.341,0.340666667,1.033333333,1.433333333,0.590333333,0.816666667,1.4,2.233333333,0.2,0.2,0.166666667,0.5,1.483333333,2.866666667,15.36833333
1820,Morris Almond,10.43333333,1.066666667,3.066666667,0.342333333,0.2,0.633333333,0.292333333,0.9,2.433333333,0.356,0.373333333,0.5,0.833333333,0.602666667,0.233333333,1.033333333,1.2,0.366666667,0.7,0.066666667,0.366666667,1.1,2.866666667,14.88666667
1821,Elijah Millsap,13.3,0.933333333,3.533333333,0.255,0.233333333,1.166666667,0.131333333,0.7,2.333333333,0.309333333,0.279,0.8,1.233333333,0.632,0.8,1.866666667,2.666666667,0.9,0.533333333,0.166666667,0.966666667,1.766666667,2.866666667,12.46666667
1822,Kevin Pritchard,10.76666667,0.916666667,2.116666667,0.396,0.133333333,0.45,0.301833333,0.783333333,1.666666667,0.391833333,0.436666667,0.9,1.233333333,0.690666667,0.066666667,0.716666667,0.766666667,2.183333333,0.333333333,0.116666667,0.683333333,1.316666667,2.866666667,15.71166667
1823,Howard Wright,7.62,1.08,2.26,0.5808,0,0.08,0,1.08,2.2,0.6492,0.5808,0.74,1.14,0.6572,0.6,1.5,2.06,0.12,0.2,0.18,0.46,1.26,2.86,25.164
1824,Joel Przybilla,17.41176471,1.117647059,2.229411765,0.448647059,0,0,0,1.117647059,2.229411765,0.449117647,0.448647059,0.641176471,1.252941176,0.463647059,1.594117647,3.747058824,5.341176471,0.382352941,0.217647059,1.064705882,0.911764706,2.552941176,2.858823529,11.17941176
1825,Mamadou N'Diaye,9.328571429,0.9,2.142857143,0.355142857,0,0.014285714,0,0.9,2.128571429,0.358142857,0.355142857,1.085714286,1.414285714,0.655142857,0.971428571,1.428571429,2.414285714,0.057142857,0.157142857,0.657142857,0.4,1.614285714,2.857142857,16.09714286
1826,Tremaine Fowlkes,11.35,1.025,2.45,0.41775,0.05,0.2,0.17,1,2.25,0.4415,0.4295,0.725,0.95,0.58575,0.875,1.2,2.05,0.45,0.45,0.05,0.5,1.35,2.85,14.09
1827,Jerome Allen,11.2,0.95,2.85,0.342,0.35,1.15,0.3055,0.625,1.7,0.368,0.402,0.575,0.925,0.61975,0.3,0.825,1.125,1.75,0.4,0.1,0.825,1.025,2.85,15.5725
1828,Yakhouba Diawara,12.3,1.025,3.05,0.3255,0.55,1.875,0.2715,0.5,1.2,0.40775,0.40825,0.275,0.425,0.474,0.35,0.85,1.2,0.625,0.25,0.075,0.425,1.425,2.85,10.9675
1829,Sviatoslav Mykhailiuk,9.333333333,0.966666667,3.133333333,0.304,0.7,1.866666667,0.381333333,0.266666667,1.233333333,0.231666667,0.414333333,0.2,0.333333333,0.4,0.233333333,0.533333333,0.833333333,1,0.3,0,0.433333333,0.4,2.833333333,18.27
1830,Tamar Slay,8.3,1.233333333,3.5,0.354,0.233333333,0.9,0.26,1.033333333,2.6,0.390333333,0.385,0.166666667,0.4,0.4,0.5,0.766666667,1.266666667,0.466666667,0.433333333,0.033333333,0.7,1.433333333,2.833333333,16.11333333
1831,Francisco Elson,11.71538462,1.223076923,2.723076923,0.428923077,0,0.015384615,0.060230769,1.223076923,2.715384615,0.430769231,0.429384615,0.415384615,0.815384615,0.596692308,0.861538462,1.8,2.669230769,0.407692308,0.330769231,0.346153846,0.553846154,1.476923077,2.830769231,15.15461538
1832,George Zídek,7.028571429,0.871428571,2.5,0.347571429,0.042857143,0.085714286,0.142857143,0.828571429,2.414285714,0.340571429,0.355285714,1.071428571,1.271428571,0.834428571,0.571428571,1.114285714,1.685714286,0.242857143,0.057142857,0.114285714,0.414285714,1.185714286,2.828571429,20.72571429
1833,Devin Gray,7.6,1.175,3.7,0.32975,0,0,0,1.175,3.7,0.32975,0.32975,0.475,0.95,0.38875,0.875,1.175,2.05,0.3,0.55,0.025,0.675,1.625,2.825,19.55
1834,Brian Scalabrine,11.99090909,1.045454545,2.681818182,0.398818182,0.290909091,0.936363636,0.288363636,0.745454545,1.763636364,0.437272727,0.454363636,0.390909091,0.5,0.679454545,0.481818182,1.336363636,1.790909091,0.772727273,0.290909091,0.227272727,0.609090909,1.472727273,2.809090909,12.70909091
1835,Victor Claver,11,1.066666667,2.633333333,0.415666667,0.4,1.266666667,0.333,0.666666667,1.366666667,0.465333333,0.499333333,0.266666667,0.366666667,0.458666667,0.433333333,1.633333333,2.1,0.533333333,0.233333333,0.133333333,0.6,1.166666667,2.8,13.81333333
1836,Darrun Hilliard,8.9,1,2.666666667,0.344333333,0.266666667,0.966666667,0.213666667,0.733333333,1.7,0.41,0.384333333,0.566666667,0.766666667,0.777333333,0.066666667,0.8,0.833333333,0.766666667,0.2,0.033333333,0.5,0.733333333,2.8,14.89
1837,Marcus Brown,8.15,1,2.8,0.343,0.3,1.35,0.203,0.7,1.5,0.483,0.3895,0.45,0.6,0.842,0.35,0.6,0.95,0.75,0.2,0.05,0.55,1.25,2.8,15.555
1838,Andrés Guibert,8.2,1.05,3.4,0.32,0,0.1,0,1.05,3.25,0.336,0.32,0.7,1.15,0.592,1.45,1.45,2.9,0.5,0.25,0.15,0.95,1.45,2.8,20.18
1839,Darvin Ham,11.73,1.06,1.97,0.5597,0.01,0.02,0.131,1.06,1.94,0.5616,0.5618,0.66,1.3,0.4957,1.05,1.1,2.14,0.5,0.41,0.33,0.75,1.69,2.8,13.996
1840,John Turner,8.2,1,2.3,0.439,0,0,0,1,2.3,0.439,0.439,0.7,1.4,0.525,0.9,1,1.9,0.3,0.1,0.1,0.8,1,2.8,15.38
1841,Alvin Sims,6.3,1,2.5,0.4,0.3,0.3,1,0.8,2.3,0.333,0.45,0.5,1.3,0.4,0.8,0.3,1,1.3,0.5,0,1.5,0.5,2.8,22.37
1842,Dairis Bertāns,13.9,1,3.9,0.255,0.8,2.8,0.294,0.2,1.1,0.154,0.362,0,0,0,0.2,0.6,0.8,0.8,0.1,0,0.2,0.6,2.8,11.02
1843,Diante Garrett,11.3,1.1,3.15,0.354,0.35,1.1,0.2875,0.8,2.1,0.3835,0.403,0.2,0.35,0.6665,0.25,0.85,1.1,1.65,0.55,0.05,0.95,0.7,2.8,15.705
1844,Paul Mokeski,9.45,1.15,2.75,0.388,0.05,0.15,0.1665,1.1,2.65,0.3915,0.4005,0.5,0.65,0.747,0.65,1.6,2.25,0.35,0.2,0.2,0.45,1.8,2.8,15.295
1845,Dijon Thompson,6.3,1.05,2.5,0.42,0.2,0.7,0.182,0.85,1.8,0.481,0.46,0.5,0.6,0.9165,0.45,0.75,1.2,0.2,0.15,0.05,0.2,0.45,2.8,26.515
1846,Chris Taft,8.5,1.4,2.2,0.605,0,0,0,1.4,2.2,0.605,0.605,0.1,0.4,0.167,1.1,1,2.1,0.1,0.1,0.4,0.1,1.5,2.8,20.59
1847,Nicolas Brussino,9.6,1,2.6,0.369,0.5,1.8,0.305,0.4,0.9,0.5,0.472,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,18.07
1848,Rawle Marshall,9.75,0.9,2.4,0.38,0.05,0.3,0.2775,0.85,2.15,0.399,0.395,0.9,1.2,0.724,0.25,0.75,1,0.35,0.3,0.2,0.6,0.65,2.8,13.675
1849,Horace Jenkins,6.9,1,3,0.333,0,0.6,0,1,2.4,0.417,0.333,0.8,0.9,0.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8,20.59
1850,Joe Courtney,8.89,1.15,2.82,0.4131,0.01,0.03,0.1334,1.14,2.8,0.4113,0.4151,0.48,0.74,0.5972,0.67,0.86,1.54,0.21,0.21,0.22,0.45,1.32,2.79,16.681
1851,Jorge Gutiérrez,9.58,1.1,2.14,0.5202,0.04,0.3,0.05,1.06,1.86,0.5816,0.5258,0.56,0.74,0.7436,0.2,0.98,1.18,1.34,0.38,0.02,0.64,1.32,2.78,17.218
1852,Marquis Teague,13.26,1,3.34,0.3214,0.14,0.64,0.2554,0.84,2.68,0.3364,0.344,0.58,0.92,0.6366,0.1,1.1,1.18,2,0.46,0.08,0.92,1.24,2.78,12.38
1853,Alton Lister,11.79,1.07,2.23,0.4691,0,0.03,0,1.07,2.19,0.4767,0.4691,0.63,1.11,0.5614,1.06,2.57,3.63,0.44,0.16,0.55,0.68,2.29,2.78,13.454
1854,Malachi Richardson,8.8,1.02,2.68,0.377,0.36,1.3,0.2428,0.66,1.38,0.4914,0.4434,0.46,0.56,0.627,0.12,0.92,1.04,0.3,0.2,0,0.32,0.74,2.78,15.36
1855,Mouhamed Sene,5.24,0.88,1.7,0.5412,0,0,0,0.88,1.7,0.5412,0.5412,0.98,1.36,0.727,0.9,1.48,2.38,0.02,0.1,0.56,0.54,0.52,2.78,32.398
1856,Marcus Williams,7.875,1.1,3.025,0.36325,0.275,0.85,0.161375,0.8375,2.175,0.367375,0.393125,0.3,0.45,0.33,0.2125,0.8125,1.025,1.3125,0.2125,0.1625,0.6,0.5875,2.775,24.05
1857,Nigel Hayes,10.775,1.075,2.95,0.488,0.45,1.55,0.35425,0.625,1.4,0.44675,0.637,0.15,0.3,0.33325,0.3,1.4,1.7,0.625,0.15,0.225,0.225,0.625,2.775,20.54
1858,Antonio Harvey,10.25,1.14,2.82,0.4147,0,0.01,0.1,1.14,2.8,0.4154,0.4149,0.49,0.93,0.5117,0.8,1.56,2.35,0.34,0.3,0.73,0.6,1.4,2.77,17.887
1859,Alex Stepheson,9.133333333,1.133333333,3.4,0.547,0,0,0,1.133333333,3.4,0.547,0.547,0.5,1.5,0.244333333,2.4,1.133333333,3.5,0.266666667,0.133333333,0.633333333,0,1.5,2.766666667,23.38666667
1860,Daniel Orton,10.36666667,1,2,0.492,0,0.033333333,0,1,1.966666667,0.498333333,0.492,0.8,1.433333333,0.578666667,0.966666667,1.433333333,2.4,0.433333333,0.366666667,0.5,0.5,1.533333333,2.766666667,17.83
1861,Eddie Gill,10.5,0.944444444,2.555555556,0.361777778,0.288888889,0.933333333,0.332777778,0.655555556,1.644444444,0.373333333,0.422444444,0.588888889,0.688888889,0.678333333,0.1,0.9,1,1.466666667,0.444444444,0.088888889,0.811111111,1.066666667,2.766666667,14.42333333
1862,Xavier Silas,11.5,1,4.5,0.1335,0.25,2,0.0835,0.75,2.5,0.1665,0.15,0.5,0.75,0.3335,0.75,0.75,1.5,0.75,0.25,0,0.75,1.5,2.75,11.92
1863,Donnie Boyce,6.05,1.05,2.9,0.362,0.3,0.85,0.3125,0.75,2,0.3685,0.4135,0.4,0.75,0.5,0.45,0.5,1,0.5,0.45,0.15,0.75,0.55,2.75,24.84
1864,Mario Kasun,7.75,1.05,2.35,0.4645,0,0,0,1.05,2.35,0.467,0.4645,0.55,0.9,0.6705,1.05,1.5,2.45,0.15,0.15,0.2,0.55,2.2,2.75,16.905
1865,Erick Barkley,8.4,1.15,3.2,0.3585,0.25,0.7,0.259,0.9,2.5,0.367,0.396,0.25,0.25,0.45,0.15,0.55,0.65,1.3,0.6,0.05,0.6,0.9,2.75,21.23
1866,Tyler Cavanaugh,8.4,1,2.4,0.3705,0.45,1.4,0.28,0.55,1.05,0.478,0.448,0.3,0.35,0.905,0.75,1.3,2,0.4,0.1,0.05,0.25,0.95,2.75,17.61
1867,Wayne Cooper,11.93333333,1.2,2.766666667,0.424666667,0,0,0,1.2,2.733333333,0.427,0.424666667,0.333333333,0.466666667,0.687666667,1.133333333,2.2,3.333333333,0.5,0.133333333,0.966666667,0.4,2.033333333,2.733333333,16.66333333
1868,Malcolm Lee,10.96666667,1,2.966666667,0.257333333,0.2,0.666666667,0.177666667,0.8,2.3,0.277666667,0.280333333,0.5,0.733333333,0.474666667,0.466666667,0.8,1.266666667,0.966666667,0.4,0.2,0.5,1.033333333,2.733333333,10.44
1869,Fabricio Oberto,13.08333333,1.2,2.116666667,0.575833333,0,0,0,1.2,2.1,0.578833333,0.575833333,0.333333333,0.516666667,0.607666667,1.166666667,1.816666667,2.966666667,0.766666667,0.216666667,0.183333333,0.65,2.1,2.733333333,11.505
1870,Larry Drew,10.86666667,1.133333333,3.216666667,0.334833333,0.283333333,1.116666667,0.301,0.816666667,2.133333333,0.363666667,0.381833333,0.2,0.266666667,0.367833333,0.216666667,0.483333333,0.683333333,1.966666667,0.233333333,0.016666667,0.866666667,0.833333333,2.733333333,13.56333333
1871,Rafael Araújo,11,1.1,2.7,0.405,0,0.033333333,0.111,1.1,2.666666667,0.406333333,0.406,0.533333333,0.8,0.646333333,0.866666667,1.866666667,2.766666667,0.333333333,0.366666667,0.1,0.766666667,2.033333333,2.733333333,12.79666667
1872,James Southerland,6.5,1,3.6,0.25,0.6,1.4,0.366666667,0.4,2.2,0.169333333,0.325,0.2,0.4,0.333333333,0,1.566666667,1.566666667,0,0.2,0.4,0.2,0.6,2.733333333,18.14
1873,Justin Williams,7.35,1.05,2.225,0.46425,0,0,0,1.05,2.2,0.466,0.46425,0.625,2.125,0.31025,1.2,1.275,2.425,0.025,0.15,0.25,0.475,1.575,2.725,19.26
1874,Dontonio Wingfield,7.575,1,2.825,0.286,0.275,0.9,0.20175,0.7,1.9,0.32575,0.32325,0.475,0.725,0.685,0.9,1.15,2.025,0.45,0.275,0.1,0.6,1.325,2.725,19.6975
1875,Byron Dinkins,10.075,1.075,2.475,0.5525,0,0.075,0.02775,1.075,2.4,0.559,0.5535,0.575,0.65,0.66125,0.1,0.85,0.95,1.45,0.25,0.025,0.875,1.225,2.725,12.6425
1876,Lorenzo Brown,10.64,1.14,3.14,0.3568,0.14,1.04,0.164,1,2.16,0.4504,0.3836,0.26,0.38,0.8148,0.22,1.12,1.34,1.62,0.56,0.12,0.7,0.84,2.72,16.954
1877,Nate Wolters,12.32,1.2,3.2,0.33,0.06,0.42,0.058,1.14,2.8,0.3654,0.3346,0.26,0.5,0.3478,0.4,1.18,1.58,1.28,0.36,0.12,0.58,0.8,2.72,12.166
1878,Mateen Cleaves,10.3,1.1,3.083333333,0.3525,0.066666667,0.266666667,0.299,1.05,2.833333333,0.369333333,0.364333333,0.5,0.683333333,0.7315,0.15,0.733333333,0.9,1.866666667,0.366666667,0.1,0.95,1.216666667,2.716666667,14.66166667
1879,Darrin Hancock,7.733333333,1.016666667,2.016666667,0.476,0,0.016666667,0.111,1.016666667,2,0.4775,0.477166667,0.666666667,0.916666667,0.5725,0.233333333,0.566666667,0.85,0.633333333,0.316666667,0.05,0.5,1.05,2.7,16.35833333
1880,Carrick Felix,5.4,1,2,0.5,0.3,0.7,0.4,0.7,1.3,0.556,0.571,0.4,0.6,0.75,0.1,0.7,0.9,0.6,0,0,0.6,0.6,2.7,20.62
1881,Tomas Satoransky,12.6,1.1,2.6,0.415,0.2,0.6,0.243,0.9,1.9,0.473,0.446,0.4,0.6,0.697,0.4,1,1.5,1.6,0.5,0.1,0.7,1.1,2.7,14.44
1882,Miroslav Raduljica,7.15,1,2.1,0.4575,0,0,0,1,2.1,0.4575,0.4575,0.65,0.75,0.909,0.75,0.85,1.65,0.25,0.15,0.15,0.5,1.7,2.7,15.91
1883,Donell Taylor,8.5,1.1,2.85,0.395,0.1,0.35,0.2055,1.05,2.45,0.4215,0.4075,0.4,0.6,0.611,0.3,0.75,1.05,0.95,0.5,0.1,0.6,0.8,2.7,18.59
1884,Shane Heal,8.75,0.9,3.15,0.28,0.6,2.25,0.265,0.3,0.85,0.344,0.373,0.4,0.45,0.7,0.1,0.45,0.55,0.8,0.15,0.05,0.6,0.4,2.7,15.745
1885,Travis Williams,8.6,1.1,2.35,0.4665,0,0,0,1.1,2.3,0.4685,0.4665,0.5,0.85,0.636,1.1,1.3,2.4,0.4,0.4,0.1,0.8,1.35,2.7,17.29
1886,Aaron Swinson,5.7,1.1,2,0.556,0,0,0,1.1,2,0.556,0.556,0.4,0.6,0.8,0.3,0.6,0.9,0.3,0.1,0,0.6,0.9,2.7,17.67
1887,David Noel,11.6,1,2.6,0.367,0.3,0.8,0.321,0.7,1.8,0.387,0.415,0.5,0.6,0.86,0.6,1.2,1.8,1,0.4,0.1,0.6,1.1,2.7,14.94
1888,Corsley Edwards,11,1,3.1,0.323,0,0,0,1,3.1,0.323,0.323,0.7,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,16.46
1889,Omer Asik,15.5,1,2.1,0.477,0,0,0,1,2.1,0.477,0.477,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,13.91
1890,Kebu Stewart,7.3,0.8,1.7,0.462,0,0,0,0.8,1.7,0.462,0.462,1.1,1.7,0.64,0.6,1.5,2.1,0.1,0.3,0.1,0.5,0.9,2.7,19.93
1891,Theron Smith,12.2,1.05,3.15,0.348,0.2,0.5,0.375,0.85,2.7,0.327,0.3885,0.35,0.45,0.8125,0.95,1.85,2.8,0.6,0.25,0.2,0.75,1.35,2.7,13.365
1892,Dave Greenwood,10.85,0.95,2.05,0.463,0,0,0,0.95,2.05,0.466,0.463,0.75,1.15,0.643,0.8,2,2.8,0.55,0.3,0.3,0.75,1.9,2.7,15.13
1893,Vassilis Spanoulis,8.8,0.7,2.3,0.319,0.2,0.9,0.172,0.6,1.4,0.419,0.354,1.1,1.4,0.81,0.2,0.5,0.7,0.9,0.2,0,0.9,1.1,2.7,12.49
1894,Dave Corzine,9.25,1.2,3.1,0.413,0,0,0,1.2,3.1,0.413,0.413,0.25,0.55,0.2955,0.8,1.3,2.1,0.2,0.25,0.1,0.7,0.9,2.7,16.25
1895,Malik Hairston,8.5,1.25,2.45,0.508,0,0.15,0.091,1.2,2.3,0.5425,0.5145,0.25,0.55,0.4265,0.5,0.95,1.45,0.6,0.25,0.35,0.5,0.95,2.7,18.295
1896,Omar Cook,11.5,1.2,3.2,0.338,0,0.45,0,1.2,2.75,0.3845,0.338,0.3,0.6,0.25,0.3,0.6,0.9,2.9,0.9,0.1,0.9,1,2.7,17.19
1897,Tim McCormick,7.866666667,0.966666667,2.133333333,0.422,0,0.033333333,0,0.966666667,2.133333333,0.424666667,0.422,0.8,1.233333333,0.642,0.666666667,1.3,1.966666667,0.4,0.166666667,0.133333333,0.6,1.233333333,2.7,17.25666667
1898,Ray Spalding,7.633333333,1.233333333,2.333333333,0.354666667,0,0.133333333,0,1.233333333,2.166666667,0.378666667,0.354666667,0.2,0.6,0.222,0.766666667,1.633333333,2.366666667,0.266666667,0.433333333,0.4,0.433333333,1.133333333,2.7,15.83666667
1899,Bill Curley,10.42222222,1.111111111,2.366666667,0.448444444,0.022222222,0.066666667,0.188888889,1.088888889,2.277777778,0.461555556,0.451777778,0.455555556,0.7,0.592888889,0.811111111,0.988888889,1.811111111,0.311111111,0.411111111,0.255555556,0.633333333,2.211111111,2.688888889,12.09555556
1900,Joe Wolf,12.3,1.138461538,2.707692308,0.338769231,0.007692308,0.1,0.084615385,1.123076923,2.615384615,0.348615385,0.341615385,0.407692308,0.607692308,0.616461538,0.692307692,1.776923077,2.461538462,0.538461538,0.423076923,0.153846154,0.692307692,1.853846154,2.684615385,10.63769231
1901,Jeff Ayres,8.75,1.116666667,2.1,0.540666667,0.016666667,0.033333333,0.083333333,1.116666667,2.066666667,0.5445,0.542,0.45,0.566666667,0.804166667,0.683333333,1.666666667,2.35,0.333333333,0.166666667,0.25,0.466666667,1.366666667,2.683333333,17.525
1902,Dan Langhi,8.266666667,1.116666667,2.983333333,0.372,0.15,0.316666667,0.256666667,0.983333333,2.666666667,0.365833333,0.392833333,0.283333333,0.383333333,0.6465,0.216666667,0.866666667,1.116666667,0.15,0.116666667,0.033333333,0.266666667,0.95,2.683333333,13.65333333
1903,Mario Bennett,7.325,1,2.85,0.34475,0,0.025,0.125,1,2.825,0.34675,0.3455,0.7,1.125,0.43925,1.025,1.25,2.275,0.175,0.325,0.2,0.35,1.525,2.675,20.43
1904,Ryan Bowen,11.93,1.03,2.13,0.505,0.01,0.11,0.148,1,2.02,0.5149,0.5099,0.55,0.71,0.7178,0.97,1.02,1.99,0.44,0.66,0.24,0.28,1.55,2.67,15.67
1905,Justin Harper,7.766666667,1.033333333,2.733333333,0.369,0.533333333,1.666666667,0.294666667,0.5,1.066666667,0.329666667,0.474333333,0.066666667,0.166666667,0.166666667,0.3,0.6,0.933333333,0.266666667,0.1,0.066666667,0.7,0.566666667,2.666666667,13.40666667
1906,Mike Harris,7.533333333,1.033333333,2.35,0.424166667,0,0.066666667,0,1.033333333,2.283333333,0.434666667,0.424166667,0.633333333,0.916666667,0.711666667,0.8,1.1,1.883333333,0.233333333,0.383333333,0.183333333,0.533333333,1.066666667,2.65,20.80333333
1907,Reggie Jordan,8.6,0.9875,2.15,0.49075,0.0125,0.025,0.0625,0.975,2.1125,0.491625,0.492,0.6625,1.2,0.545875,0.9,0.9,1.8125,0.9375,0.45,0.1875,0.525,1.0125,2.65,21.4775
1908,Greg Stiemsma,13,1.15,2.15,0.5815,0,0,0,1.15,2.15,0.58275,0.5815,0.4,0.6,0.64225,0.875,2.025,2.9,0.45,0.5,0.925,0.65,2.25,2.65,13.665
1909,Maceo Baston,7.525,0.975,1.65,0.617,0.025,0.025,0.10725,0.975,1.625,0.62575,0.62175,0.625,0.875,0.7375,0.525,1.125,1.65,0.2,0.225,0.45,0.45,1.275,2.65,18.96
1910,Paul Davis,7.625,1.075,2.575,0.425,0,0,0,1.075,2.575,0.426,0.425,0.5,0.775,0.6485,0.7,0.775,1.5,0.65,0.225,0.275,0.3,1,2.65,24.715
1911,Royal Ivey,10.14166667,1.008333333,2.525,0.372166667,0.3,0.85,0.332916667,0.691666667,1.675,0.386416667,0.434166667,0.341666667,0.5,0.627166667,0.216666667,0.741666667,0.958333333,0.775,0.4,0.058333333,0.4,1.266666667,2.641666667,13.25416667
1912,William Avery,8.6,0.933333333,2.966666667,0.326666667,0.266666667,1.166666667,0.242666667,0.666666667,1.833333333,0.381666667,0.373,0.466666667,0.666666667,0.709666667,0.1,0.533333333,0.7,1.4,0.233333333,0.033333333,0.733333333,0.833333333,2.633333333,15.60333333
1913,Ennis Whatley,9.85,1,2.1,0.46825,0.025,0.15,0.0625,0.975,1.95,0.4895,0.473,0.625,0.825,0.571,0.225,0.85,1.05,1.675,0.5,0.025,0.65,1.175,2.625,16.48
1914,Damion James,12.6,1.025,2.725,0.26,0,0.15,0,1.025,2.575,0.282,0.26,0.55,0.8,0.5775,0.475,2.275,2.75,0.45,0.4,0.425,0.725,1.1,2.625,9.2925
1915,Bob McCann,9.22,0.98,2.42,0.3424,0,0,0.1,0.98,2.38,0.3452,0.343,0.64,1,0.4526,0.56,1.3,1.86,0.42,0.26,0.26,0.52,1.42,2.62,13.636
1916,Roy Rogers,10.82,1.16,2.7,0.3982,0,0,0.2,1.16,2.7,0.3988,0.3984,0.32,0.68,0.424,0.86,1.22,2.08,0.24,0.2,0.92,0.48,1.48,2.62,14.426
1917,Rick Brunson,10.62,1,2.566666667,0.396066667,0.2,0.626666667,0.2786,0.793333333,1.953333333,0.416,0.427266667,0.453333333,0.693333333,0.561866667,0.18,0.786666667,0.973333333,1.84,0.453333333,0.046666667,0.866666667,0.94,2.613333333,15.42733333
1918,Nick Johnson,9.4,0.9,2.7,0.347,0.2,0.8,0.238,0.8,1.9,0.389,0.38,0.6,0.9,0.68,0.5,0.9,1.4,0.4,0.3,0.1,0.7,1.2,2.6,12.99
1919,Josh Magette,12,0.8,2.6,0.326,0.4,1.2,0.364,0.4,1.3,0.292,0.413,0.4,0.4,1,0.1,0.9,1.1,3.2,0.4,0.1,0.5,0.9,2.6,18.13
